# Binding energy computed at nf=2, nt=50, Z_2 at order k^8
# mu_B/m_B @k=0.02 @k=0.04 @k=0.06
0.98	-7.621661883042997e-7	-0.000023524623050257163	-0.000164401241302921
0.9802	-8.393553154565065e-7	-0.000025361804087711887	-0.00017494388158402786
0.9803999999999999	-9.243528361622316e-7	-0.000027341252424516763	-0.00018614633221150374
0.9806	-1.0179467255397976e-6	-0.000029473790775562653	-0.0001980478646897921
0.9808	-1.121004069117257e-6	-0.00003177103420664719	-0.00021068984583765647
0.981	-1.2344789187715536e-6	-0.000034245443232872397	-0.00022411582208590848
0.9812	-1.359420910391468e-6	-0.00003691037969485769	-0.0002383716042389875
0.9813999999999999	-1.4969847131927328e-6	-0.00003978016542965056	-0.00025350535239385244
0.9816	-1.6484403861825641e-6	-0.00004287014372797834	-0.00026956766069426646
0.9818	-1.8151847230906698e-6	-0.00004619674353934981	-0.0002866116415884406
0.982	-1.9987536731214546e-6	-0.00004977754635101297	-0.00030469300925513456
0.9822	-2.200835931074007e-6	-0.00005363135562514074	-0.0003238701618682884
0.9823999999999999	-2.423287796664681e-6	-0.000057778268630605595	-0.00034420426238661274
0.9826	-2.6681494091592764e-6	-0.00006223975045046227	-0.0003657593175827084
0.9828	-2.9376624695584323e-6	-0.00006703870988347723	-0.0003886022550692381
0.983	-3.2342895684212985e-6	-0.00007219957688733275	-0.0004128029981398549
0.9832	-3.560735242734829e-6	-0.00007774838113190478	-0.0004384345383206716
0.9833999999999999	-3.919968889806636e-6	-0.0000837128311435495	-0.00046557300562820737
0.9836	-4.315249669630338e-6	-0.0000901223934252199	-0.000494297736651183
0.9838	-4.750153529167538e-6	-0.00009700837083305134	-0.0005246913407185134
0.984	-5.2286024820205724e-6	-0.0001044039793782909	-0.0005568397645833579
0.9842	-5.754896274457819e-6	-0.00011234442250511556	-0.0005908323562413256
0.9843999999999999	-6.333746563000595e-6	-0.00012086696177143524	-0.0006267619287056794
0.9846	-6.970313718961688e-6	-0.0001300109827331982	-0.0006647248247765065
0.9848	-7.670246360457238e-6	-0.0001398180547055121	-0.0007048209840530914
0.985	-8.439723691375198e-6	-0.00015033198294958807	-0.0007471540136348599
0.9852	-9.285500698204823e-6	-0.00016159885171640595	-0.0007918312641129131
0.9853999999999999	-0.000010214956218065733	-0.0001736670564717276	-0.0008389639125492051
0.9856	-0.000011236143842935939	-0.00018658732353710216	-0.0008886670541389298
0.9858	-0.000012357845564085127	-0.0002004127153144059	-0.00094105980412131
0.986	-0.000013589627984973801	-0.0002151986192239606	-0.0009962654112105937
0.9862	-0.000014941900838042214	-0.00023100271848451974	-0.0010544113833300104
0.9863999999999999	-0.00001642597742860546	-0.0002478849429057938	-0.001115629625736412
0.9866	-0.000018054136494967954	-0.000265907397956198	-0.0011800565907262475
0.9868	-0.00001983968481560198	-0.0002851342705171235	-0.001247833437067108
0.987	-0.0000217970197096792	-0.00030563170994476417	-0.00131910619620686
0.9872	-0.000023941690364781296	-0.0003274676833344815	-0.0013940259413540038
0.9873999999999999	-0.00002629045668437515	-0.00035071180422137886	-0.00147274895496542
0.9876	-0.000028861344077875967	-0.0003754351343516212	-0.0015554368903843096
0.9878	-0.00003167369231964955	-0.0004017099586156608	-0.0016422569247933872
0.988	-0.00003474819628415125	-0.0004296095337374825	-0.0017333819038036046
0.9882	-0.000038106936029074485	-0.00045920781184743986	-0.001828990483402708
0.9884	-0.000041773393357272103	-0.000490579140615332	-0.0019292672830910154
0.9886	-0.00004577245165531615	-0.0005237979421628018	-0.002034403075061421
0.9888	-0.00005013037550110667	-0.0005589383734911845	-0.0021445950481221
0.989	-0.00005487476627945601	-0.0005960739716347675	-0.0022600472010684157
0.9892	-0.00006003448987301038	-0.000635277287164345	-0.0023809709370505834
0.9894	-0.00006563957244254459	-0.0006766195100193416	-0.0025075859460451993
0.9896	-0.00007172106041612597	-0.0007201700919376351	-0.002640121473875192
0.9898	-0.00007831084111583229	-0.0007659963699933127	-0.0027788180797072575
0.99	-0.00008544142100948999	-0.0008141631959572723	-0.0029239299755357676
0.9902	-0.0000931456594271369	-0.0008647325763737724	-0.0030757280168423203
0.9904	-0.00010145645676451342	-0.0009177633283898087	-0.0032345033700840746
0.9906	-0.00011040639773291145	-0.0009733107564427793	-0.0034005718179968797
0.9908	-0.00012002735211034538	-0.0010314263548147626	-0.0035742785780914143
0.991	-0.00013035003768053702	-0.0010921575406520152	-0.003756003406025103
0.9912	-0.00014140355255557274	-0.001155547421116962	-0.003946165639491455
0.9914	-0.00015321488676852803	-0.0012216345966528893	-0.004145228718395842
0.9916	-0.0001658084257516301	-0.0012904529996633413	-0.004353703603990788
0.9918	-0.000179205460900083	-0.0013620317640900864	-0.0045721504250744345
0.992	-0.00019342372464070196	-0.0014363951164221445	-0.004801177614931117
0.9922	-0.00020847696903178144	-0.0015135622728226403	-0.005041437778649252
0.9924	-0.0002243746076663073	-0.001593547320857149	-0.005293619554732438
0.9925999999999999	-0.0002411214403011384	-0.0016763590585581935	-0.00555843481260789
0.9928	-0.0002587174780063248	-0.0017620007593071787	-0.005836600661127288
0.993	-0.00027715788361389016	-0.0018504698293717633	-0.00612881593269524
0.9932	-0.0002964330378424215	-0.0019417573269030215	-0.006435732052247328
0.9934	-0.0003165287358070715	-0.0020358473174410226	-0.0067579184984436725
0.9936	-0.0003374265119549149	-0.0021327160516519464	-0.0070958234144562074
0.9938	-0.0003591040841862949	-0.002232330965657353	-0.00744973032510855
0.994	-0.00038153590054035915	-0.00233464952184293	-0.007819712360893148
0.9942	-0.000404693764917674	-0.0024396179268921722	-0.008205585867183406
0.9944	-0.0004285475124936259	-0.002547169782194389	-0.008606865769487623
0.9945999999999999	-0.0004530657013123048	-0.002657224737955919	-0.009022725540573344
0.9948	-0.00047821628451552193	-0.0027696872348367363	-0.009451965024496276
0.995	-0.0005039672280699118	-0.0028844454247399223	-0.00989298965069652
0.9952	-0.0005302870418211166	-0.0030013703650239136	-0.010343804638824653
0.9954	-0.0005571451971136014	-0.0031203155778469997	-0.01080202756577356
0.9955999999999999	-0.0005845124117318062	-0.0032411170588373226	-0.011264922061898454
