# Convergence in N_B using Z2 as a function of h_2 with beta=0, nt=50, h1=0.8
# h2      @o(k^2)                 @o(k^4)                 @o(k^6)                  @o(k^8)
0.0992    0.5141277934403885      0.43125670553107665     0.4325407385076635       0.49159128271636254
0.0996    0.5106886984974441      0.4273161225469144      0.42861182847942436      0.4883792147937845
0.0998    0.5072496035544974      0.42337402677831176     0.424681476197987        0.485172211456085
0.1002    0.5038105086115531      0.4194304182252733      0.4207496818757995       0.48197031217250597
0.1004    0.5003714136686075      0.4154852968877957      0.41681644572530174      0.47877355653034576
0.1007    0.4969323187256632      0.41153866276588125     0.4128817679589387       0.4755819842349749
0.1011    0.49349322378271765     0.40759051585952744     0.4089456487891523       0.4723956351098241
0.1013    0.4900541288397733      0.40364085616873685     0.40500808842838876      0.4692145490963947
0.1016    0.4866150338968277      0.39968968369350694     0.4010690870890879       0.46603876625424895
0.102     0.48317593895388217     0.395736998433839       0.39712864498369554      0.4628683267610181
0.1022    0.47973684401093664     0.391782800389733       0.39318676232465527      0.4597032709123975
0.1026    0.47629774906799227     0.38782708956119005     0.3892434393244115       0.45654363912214946
0.1028    0.4728586541250479      0.38386986594820915     0.38529867619540586      0.4533894719220995
0.1031    0.4694195591821023      0.37991112955078893     0.3813524731500815       0.4502408099621383
0.1035    0.4659804642391568      0.37595088036893065     0.377404830400883        0.44709769401022526
0.1037    0.4625413692962124      0.3719891184026355      0.3734557481602554       0.44396016495238466
0.1040    0.45910227435326567     0.3680258436519         0.3695052266406372       0.4408282637927015
0.1043    0.45566317941032014     0.3640610561167275      0.3655532660544767       0.4377020316533341
0.1046    0.45222408446737694     0.36009475579711936     0.3615998666142187       0.4345815097745034
0.105     0.4487849895244314      0.3561269426930707      0.35764502853230057      0.43146673951449005
0.1052    0.44534589458148705     0.3521576168045853      0.35368875202117184      0.4283577623496484
0.1055    0.4419067996385403      0.34818677813165944     0.34973103729327015      0.4252546198743917
0.1059    0.43846770469559715     0.344214426674299       0.3457718845610449       0.4221573538012079
0.1061    0.4350286097526504      0.340240562432497       0.3418112940369347       0.41906600596063753
0.1065    0.43158951480970603     0.33626518540625927     0.3378492659333867       0.41598061830129957
0.1067    0.4281504198667605      0.3322882955955824      0.3338858004628421       0.412901232889869
0.1070    0.4247113249238149      0.32830989300046737     0.3299208978377456       0.4098278919110917
0.1074    0.42127222998087055     0.3243299776209154      0.32595455827054043      0.4067606376677784
0.1076    0.417833135037925       0.32034854945692426     0.32198678197366926      0.4036995125808021
0.1079    0.41439404009498065     0.31636560850849627     0.31801756915957774      0.4006445591891058
0.1083    0.4109549451520339      0.3123811547756278      0.3140469200407059       0.3975958201496928
0.1085    0.40751585020908954     0.3083951882583237      0.3100748348295007       0.3945533382376395
0.1089    0.404076755266144       0.30440770895658026     0.3061013137384034       0.39151715634608
0.1091    0.4006376603231985      0.30041871687039884     0.30212635697985857      0.3884873174862185
0.1094    0.3971985653802541      0.2964282119997804      0.298149964766311        0.38546386478732475
0.1098    0.3937594704373085      0.2924361943447229      0.2941721373102006       0.38244684149673047
0.1100    0.390320375494363       0.2884426639052272      0.29019287482397316      0.3794362909798366
0.1103    0.38688128055141746     0.28444762068129353     0.2862121775200722       0.3764322567201085
0.1106    0.3834421856084731      0.28045106467292286     0.28223004561094134      0.373434782319078
0.1109    0.3800030906655275      0.276452995880113       0.2782464793090228       0.37044391149633876
0.1113    0.37656399572258437     0.2724534143028675      0.2742614788267648       0.36745968808955687
0.1115    0.3731249007796388      0.26845231994118157     0.27027504437660255      0.3644821560544543
0.1118    0.36968580583669325     0.2644497127950576      0.2662871761709856       0.3615113594648267
0.1122    0.3662467108937465      0.2604455928644943      0.2622978744223537       0.3585473425125313
0.1124    0.36280761595080213     0.2564399601494953      0.2583071393431553       0.35559014950749585
0.1127    0.3593685210078566      0.2524328146500571      0.254314971145829        0.3526398248777062
0.1130    0.35592942606491224     0.248424156366182       0.25032137004282295      0.3496964131692196
0.1133    0.35249033112196787     0.24441398529786884     0.24632633624657735      0.3467599590461559
0.1137    0.34905123617902234     0.24040230144511646     0.24232986996953554      0.3438305072907003
0.1139    0.345612141236078       0.23638910480792713     0.23833197142414225      0.3409081028031067
0.1142    0.34217304629313006     0.23237439538629626     0.2343326408228387       0.3379927906016872
0.1146    0.3387339513501857      0.2283581731802308      0.23033187837807292      0.3350846158228325
0.1148    0.3352948564072413      0.22434043818972732     0.226329684302286        0.33218362372098664
0.1152    0.33185576146429696     0.22032119041478576     0.22232605880792056      0.3292898596686643
0.1154    0.3284166665213502      0.21630042985540382     0.21832100210741878      0.32640336915644214
0.1157    0.32497757157840584     0.21227815651158624     0.21431451441322893      0.32352419779297004
0.1161    0.3215384766354615      0.20825437038333044     0.210306595937792        0.3206523913049562
0.1163    0.31809938169251356     0.20422907147063313     0.20629724689354806      0.3177879955371731
0.1166    0.31466028674957036     0.20020225977350248     0.20228646749294768      0.31493105645247077
0.1169    0.31122119180662483     0.1961739352919314      0.1982742579484284       0.3120816201317494
0.1172    0.30778209686368047     0.19214409802592336     0.1942606184724372       0.30923973277398453
0.1176    0.30434300192073493     0.1881127479754761      0.19024554927741427      0.3064054406962131
0.1178    0.30090390697779057     0.18407988514059204     0.18622905057580655      0.30357879033354085
0.1181    0.297464812034845       0.18004550952126874     0.18221112258005526      0.30075982823913466
0.1185    0.29402571709189945     0.17600962111750723     0.17819176550260468      0.2979486010842306
0.1187    0.2905866221489539      0.1719722199293078      0.17417097955589766      0.29514515565812927
0.1190    0.28714752720600834     0.16793330595667022     0.17014876495237843      0.29234953886819653
0.1193    0.28370843226306397     0.16389287919959578     0.16612512190449197      0.28956179773986557
0.1196    0.2802693373201196      0.1598509396580834      0.16210005062468058      0.2867819794166316
0.12      0.2768302423771741      0.15580748733213157     0.1580735513253851       0.2840101311600563
0.1202    0.2733911474342273      0.15176252222174064     0.15404562421905071      0.28124630034976805
0.1205    0.26995205249128296     0.14771604432691393     0.1500162695181241       0.2784905344834639
0.1209    0.2665129575483374      0.14366805364764806     0.14598548743504391      0.2757428811768995
0.1211    0.26307386260539306     0.13961855018394523     0.14195327818225772      0.2730033881639023
0.1214    0.25963476766244753     0.13556753393580323     0.13791964197220624      0.2702721032963601
0.1217    0.25619567271950316     0.13151500490322426     0.13388457901733536      0.26754907454423105
0.1220    0.2527565777765576      0.12746096308620614     0.12984808953008634      0.26483434999553435
0.1224    0.24931748283361324     0.12340540848475108     0.12581017372290373      0.2621279778563591
0.1226    0.24587838789066768     0.11934834109885675     0.12177083180823008      0.259430006450856
0.1229    0.24243929294772096     0.11528976092852328     0.11773006399850756      0.2567404842212425
0.1232    0.2390001980047778      0.11122966797375514     0.11368787050618648      0.2540594597278072
0.1235    0.23556110306183223     0.10716806223454674     0.10964425154370275      0.2513869816488935
0.1238    0.23212200811888667     0.10310494371090018     0.10559920732350273      0.24872309878091797
0.1241    0.2286829131759423      0.0990403124028167      0.10155273805803025      0.24606786003836248
0.1244    0.22524381823299677     0.094974168310294       0.09750484395972872      0.24342131445377038
0.1248    0.2218047232900524      0.0909065114333345      0.09345552524104168      0.24078351117775504
0.1251    0.21836562834710685     0.08683734177193561     0.0894047821144115       0.2381544994789914
0.1253    0.2149265334041613      0.08276665932609886     0.08535261479228176      0.2355343287442227
0.1256    0.21148743846121693     0.0786944640958251      0.08129902348709805      0.23292304847825812
0.126     0.2080483435182714      0.07462075608111199     0.07724400841130137      0.2303207083039688
0.1263    0.20460924857532584     0.07054553528196097     0.07318756977733705      0.22772735796229515
0.1266    0.20117015363238028     0.06646880169837195     0.06912970779764827      0.2251430473122419
0.1268    0.1977310586894359      0.06239055533034591     0.06507042268467833      0.2225678263308799
0.1271    0.19429196374649155     0.05831079617788193     0.061009714650871016     0.2200017451133438
0.1275    0.19085286880354602     0.05422952424097852     0.05694758390866809      0.21744485387283358
0.1278    0.18741377386060046     0.05014673951963725     0.05288403067051376      0.21489720294061732
0.1281    0.1839746789176549      0.04606244201385774     0.04881905514885239      0.21235884276602737
0.1284    0.18053558397471053     0.04197663172364148     0.04475265755612856      0.2098298239164622
0.1286    0.17709648903176617     0.03788930864898702     0.04068483810478477      0.20731019707738474
0.1289    0.17365739408882064     0.03380047278989351     0.036615597007262204     0.20480001305232226
0.1293    0.17021829914587272     0.029710124146359353    0.03254493447600411      0.20229932276286844
0.1296    0.16677920420292952     0.025618262718391994    0.028472850723461285     0.1998081772486902
0.1299    0.16334010925998516     0.021524888505985364    0.024399345962071273     0.19732662766750733
0.1301    0.15990101431703843     0.017430001509138426    0.02032442040427525      0.1948547252951093
0.1304    0.15646191937409407     0.013333601727855655    0.016248074262522467     0.19239252152535774
0.1308    0.15302282443114734     0.009235689162132354    0.012170307749251577     0.1899400678701705
0.1311    0.14958372948820298     0.005136263811973481    0.008091121076910197     0.18749741595953928
0.1314    0.14614463454525742     0.0010353256773753723   0.004010514457939059     0.18506461754151432
0.1316    0.14270553960231305     -0.0030671252416595665  -0.00007151189521585147  0.18264172448221686
0.1319    0.1392664446593687      -0.007171088945132631   -0.004154957770112469    0.18022878876582973
0.1323    0.13582734971642432     -0.011276565433043857   -0.008239822954307252    0.17782586249460333
0.1326    0.13238825477347996     -0.015383554705392988   -0.012326107235357615    0.1754329978888527
0.1329    0.12894915983053204     -0.01949205676218383    -0.016413810400822383    0.17305024728695556
0.1331    0.12551006488758648     -0.023602071603410286   -0.020502932238253647    0.17067766314536392
0.1334    0.12207096994464331     -0.027713599229072496   -0.024593472535205347    0.1683152980385906
0.1337    0.11863187500169659     -0.03182663963917631    -0.028685431079242298    0.1659632046592064
0.1341    0.11519278005875222     -0.03594119283371584    -0.03277880765791408     0.16362143581786107
0.1344    0.11175368511580785     -0.04005725881269343    -0.03687360205878039     0.16129004444326123
0.1347    0.10831459017286349     -0.044174837576108995   -0.040969814069395406    0.1589690835821802
0.1349    0.10487549522991675     -0.04829392912396509    -0.045067443477320834    0.156658606399456
0.1352    0.10143640028697001     -0.052414533456259196   -0.04916649007010913     0.15435866617799593
0.1356    0.09799730534402684     -0.056536650572987915   -0.05326695363531482     0.15206931631877502
0.1359    0.09455821040108248     -0.060660280474155726   -0.05736883396049741     0.14979061034082514
0.1362    0.09111911545813692     -0.06478542315976288    -0.06147213083321386     0.14752260188124727
0.1364    0.08768002051519137     -0.06891207862980811    -0.06557684404101938     0.14526534469521063
0.1367    0.08424092557224701     -0.07304024688429012    -0.06968297337146907     0.1430188926559497
0.1371    0.08080183062930027     -0.07716992792321267    -0.07379051861212474     0.14078329975475956
0.1374    0.0773627356863559      -0.08130112174657089    -0.07789947955053633     0.1385586201010085
0.1377    0.07392364074341036     -0.08543382835436837    -0.08200985597426413     0.1363449079221229
0.1379    0.070484545800466       -0.08956804774660268    -0.08612164767086342     0.13414221756360067
0.1382    0.06704545085752045     -0.09370377992327619    -0.09023485442789206     0.1319506034889999
0.1386    0.06360635591457489     -0.09784102488438791    -0.09434947603290533     0.12977012027994853
0.1389    0.06016726097163053     -0.10197978262993646    -0.09846551227345834     0.12760082263613906
0.1392    0.0567281660286838      -0.10612005315992534    -0.10258296293711229     0.12544276537532628
0.1394    0.05328907108573944     -0.11026183647435002    -0.10670182781141802     0.12329600343333627
0.1397    0.049849976142793885    -0.11440513257321386    -0.11082210668393551     0.1211605918640557
0.1400    0.04641088119984952     -0.11854994145651465    -0.11494379934221888     0.11903658583943984
0.1404    0.042971786256905155    -0.12269626312425352    -0.119066905573827       0.11692404064950779
0.1407    0.039532691313958424    -0.1268440975764327     -0.12319142516631738     0.11482301170234166
0.141     0.03609359637101524     -0.13099344481304642    -0.1273173579072407      0.11273355452409861
0.1412    0.03265450142806732     -0.13514430483410306    -0.13144470358416327     0.11065572475898566
0.1415    0.02921540648512296     -0.1392966776395941     -0.1355734619846304      0.10858957816929433
0.1419    0.02577631154217741     -0.14345056322952454    -0.13970363289620638     0.10653517063536602
0.1422    0.022337216599233045    -0.14760596160389175    -0.1438352161064445      0.10449255815561612
0.1425    0.01889812165628868     -0.15176287276269698    -0.14796821140290067     0.10246179684652215
0.1427    0.01545902671334313     -0.1559212967059415     -0.1521026185731346      0.10044294294262723
0.1430    0.012019931770398765    -0.1600812334336229     -0.15623843740469937     0.09843605279654222
0.1434    0.008580836827453215    -0.16424268294574362    -0.16037566768515435     0.09644118287893999
0.1437    0.005141741884507667    -0.16840564524230228    -0.16451430920205481     0.09445838977856358
0.144     0.001702646941560933    -0.1725701203233002     -0.16865436174295861     0.09248773020221623
0.1442    -0.0017364480013810635  -0.17673610818873148    -0.17279582509541536     0.0905292609747761
0.1445    -0.0051755429443266126  -0.1809036088386043     -0.17693869904699033     0.08858303903917233
0.1449    -0.008614637887270977   -0.18507262227291416    -0.18108298338523654     0.08664912145641246
0.1452    -0.012053732830218895   -0.1892431484916656     -0.1852286778977137      0.0847275654055594
0.1455    -0.01549282777316326    -0.19341518749485154    -0.18937578237197128     0.08281842818375518
0.1457    -0.018931922716107625   -0.19758873928247547    -0.1935242965955708      0.080921767206194
0.1460    -0.022371017659053173   -0.20176380385453863    -0.19767422035606722     0.07903764000614129
0.1463    -0.025810112601997538   -0.20594038121103866    -0.2018255534410172      0.0771661042349289
0.1467    -0.02924920754494309    -0.21011847135197814    -0.20597829563797881     0.0753072176619507
0.147     -0.032688302487887455   -0.21429807427735437    -0.21013244673450632     0.07346103817467083
0.1473    -0.03612739743083537    -0.21847918998717214    -0.21428800651816085     0.07162762377861116
0.1475    -0.03956649237377974    -0.22266181848142447    -0.21844497477649152     0.06980703259737098
0.1478    -0.04300558731672528    -0.226845959760116      -0.2226033512970588      0.0679993228726056
0.1482    -0.046444682259670834   -0.23103161382324577    -0.22676313586742047     0.06620455296403834
0.1485    -0.049883777202616386   -0.23521878067081348    -0.23092432827513001     0.06442278134945874
0.1488    -0.053322872145559565   -0.2394074603028169     -0.23508692830774458     0.06265406662472417
0.1490    -0.056761967088505116   -0.2435976527192607     -0.2392509357528228      0.06089846750375042
0.1493    -0.06020106203145066    -0.2477893579201426     -0.24341635039792076     0.05915604281852508
0.1497    -0.0636401569743962     -0.25198257590546247    -0.24758317203059246     0.05742685151910069
0.15      -0.06707925191734176    -0.25617730667522065    -0.25175140043839705     0.05571095267359283
