-1.	-4.898587196589413e-16	0.
-1.	-0.0999583385413568	0.03986684431751719
-0.9999999999999999	-0.19966683329365653	0.15787801199424045
-1.	-0.2988762649471992	0.34932877018064623
-1.	-0.39733866159012327	0.6065865813056668
-0.9999999999999999	-0.4948079185090463	0.9193953882637143
-1.	-0.5910404133226793	1.2752844910466532
-1.	-0.6857956149109029	1.6600657141995132
-1.0000000000000002	-0.7788366846173016	2.0583990446025835
-1.	-0.8699310682224611	2.454404189386172
-1.	-0.9588510772084065	2.8322936730942887
-1.	-1.0453744578613184	3.1770022345106863
-0.9999999999999999	-1.129284946790071	3.4747874310824898
-1.0000000000000002	-1.2103728114720798	3.713777506737892
-1.	-1.2884353744753827	3.8844446813373175
-1.	-1.3632775200466687	3.9799849932008886
-1.	-1.4347121817990456	3.9965895515895067
-0.9999999999999996	-1.5025608102805856	3.933596385158923
-1.0000000000000004	-1.5666538192549673	3.7935168326682893
-1.0000000000000002	-1.6268310095787482	3.5819354238288255
-1.0000000000000002	-1.6829419696157935	3.307287241727219
-1.	-1.734846451188034	2.980521642681399
-0.9999999999999998	-1.7824147201228708	2.614665739956843
-1.0000000000000002	-1.8255278805210426	2.2243050538701032
-1.0000000000000002	-1.864078171934453	1.8250020331211072
-1.	-1.8979692387111726	1.4326756290735494
-0.9999999999999998	-1.9271163708343861	1.0629666573992518
-0.9999999999999997	-1.9514467156533182	0.7306142481147315
-1.0000000000000004	-1.9708994599769207	0.44886824297949346
-1.0000000000000002	-1.9854259820751774	0.22896096611736283
-1.0000000000000002	-1.9949899732081091	0.07965942669926918
-0.9999999999999999	-1.999567528378714	0.006915805953564558
-0.9999999999999997	-1.9991472060830104	0.013630162483616814
-1.0000000000000004	-1.9937300569078378	0.09953481608294013
-1.0000000000000002	-1.9833296209049371	0.2612050193003501
-1.	-1.9679718937478738	0.4921954913133977
-0.9999999999999998	-1.9476952617563903	0.7832973709354922
-0.9999999999999998	-1.9225504059506	1.1229053448512234
-1.0000000000000004	-1.8926001753748287	1.4974803148354887
-1.	-1.8579194300077384	1.892089158874703
-1.	-1.8185948536513634	2.291000067617227
-1.0000000000000004	-1.7747247372667503	2.678309721967675
-0.9999999999999997	-1.7264187332977476	3.038577308233375
-1.0000000000000004	-1.6737975815969952	3.3574400946400234
-1.	-1.6169928076391802	3.6221860281233096
-1.	-1.5561463937758424	3.8222605237693537
-1.	-1.4914104243534398	3.9496872428083245
-1.	-1.4229467055816887	3.9993860840704096
-1.	-1.3509263611023012	3.9693757115882526
-1.	-1.275529404269007	3.8608525442095
-1.	-1.1969442882079129	3.6781430581529015
-1.	-1.115367434782833	3.4285313040543954
-1.	-1.031002743642928	3.1219685148544514
-1.	-0.9440610825797643	2.7706763815436553
-1.	-0.8547597604676593	2.3886598129106646
-1.	-0.7633219841046631	1.991148604023894
-1.	-0.6699763003118091	1.5939902723624932
-1.	-0.5749560246850886	1.2130182673042107
-1.	-0.4784986584279637	0.8634207404640524
-1.	-0.38084529472205386	0.5591350420183208
-1.	-0.2822400161197342	0.31229208253501994
-1.	-0.18292928446487328	0.1327327118507231
-1.	-0.08316132486658073	0.027615395442273538
-1.	0.016814494734298368	0.0011308289979936603
-0.9999999999999999	0.11674828685516042	0.0543348686051317
-0.9999999999999999	0.216390269060217	0.1851064370996074
-1.	0.31549138828649753	0.38823208471909787
-1.	0.41380394334679976	0.6556138328930601
