% Value of the M-functions as a function of h1 for different overlappings
% h1   M_{(11)}^3               M_{(11)^2} M_{(11)}      M_{(11)^3}
0.446  0.7048201777294609       0.018518532493017936     0.004299949857127672
0.447  0.7067665720797185       0.018416953413290027     0.004251393128191394
0.448  0.7087106310371273       0.01831568413705187      0.004203142582314245
0.449  0.7106523569428831       0.01821472451701389      0.00415519902621625
0.45   0.7125917521531393       0.018114074376373135     0.004107563171449391
0.451  0.7145288190384738       0.01801373351009128      0.004060235636716536
0.452  0.7164635599833714       0.017913701686139816     0.004013216950166376
0.453  0.718395977385731        0.017813978646711415     0.003966507551672271
0.454  0.7203260736563877       0.01771456410939698      0.0039201077950835606
0.455  0.7222538512186552       0.01761545776833251      0.0038740179504613836
0.456  0.7241793125078863       0.0175166592953091       0.003828238206282586
0.457  0.7261024599710497       0.01741816834085863      0.003782768671633019
0.458  0.7280232960663244       0.01731998453529926      0.003737609378361928
0.459  0.7299418232627098       0.01722210748975761      0.0036927602832245165
0.46   0.7318580440396512       0.017124536797157086     0.003648221269992702
0.461  0.7337719608866812       0.017027272033177443     0.003603992151543889
0.462  0.7356835763030745       0.016930312757185484     0.0035600726719214326
0.463  0.7375928927975178       0.01683365851313623      0.00351646250837212
0.464  0.7394999128877925       0.016737308830446773     0.003473161273353176
0.465  0.7414046391004723       0.016641263224841052     0.003430168516517451
0.466  0.7433070739706293       0.016545521199170743     0.00338748372666825
0.467  0.7452072200415579       0.016450082244205855     0.003345106333688508
0.468  0.7471050798645056       0.01635494583940056      0.003303035710440494
0.469  0.7490006559984168       0.016260111453634374     0.003261271174639979
0.470  0.7508939510096903       0.01616557854592615      0.0032198119907017597
0.471  0.7527849674719409       0.016071346566126965     0.0031786573715575916
0.472  0.7546737079657784       0.015977414955583136     0.0031378064804430394
0.473  0.7565601750785899       0.015883783147783492     0.0030972584326628416
0.474  0.7584443714043361       0.015790450568974213     0.0030570122973165303
0.475  0.7603262995433533       0.01569741663876023      0.0030170670990091186
0.476  0.7622059621021672       0.01560468077067756      0.0029774218195212088
0.477  0.7640833616933116       0.015512242372746399     0.0029380753994573405
0.478  0.7659585009351564       0.015420100848004936     0.002899026739863253
0.479  0.7678313824517442       0.015328255595019713     0.002860274703816501
0.480  0.7697020088726334       0.015236706008376788     0.0028218181179853197
0.481  0.771570382832747        0.015145451479150807     0.002783655774156235
0.482  0.7734365069722301       0.015054491395361635     0.002745786430745245
0.483  0.7753003839363131       0.014963825142402798     0.0027082088142648675
0.484  0.7771620163751796       0.014873452103458695     0.0026709216207730924
0.485  0.7790214069438426       0.014783371659899958     0.0026339235172884168
0.486  0.7808785583020237       0.014693583191664028     0.0025972131431816203
0.487  0.7827334731140408       0.014604086077614209     0.0025607891115303483
0.488  0.7845861540486958       0.014514879695890048     0.0025246500104598724
0.489  0.7864366037791741       0.014425963424230637     0.002488794404438499
0.49   0.788284824982941        0.014337336640292242     0.002453220835558323
0.491  0.7901308203416486       0.014248998721944739     0.0024179278247840053
0.492  0.7919745925410449       0.014160949047553606     0.0023829138731708
0.493  0.7938161442708841       0.014073186996250375     0.0023481774630607077
0.494  0.7956554782248457       0.013985711948184432     0.002313717059245768
0.495  0.7974925971004523       0.013898523284765818     0.0022795311101113658
0.496  0.799327503598994        0.013811620388890722     0.0022456180487430144
0.497  0.801160200425455        0.013725002645156303     0.0022119762940183696
0.498  0.8029906902884427       0.013638669440060314     0.002178604251658278
0.499  0.8048189759001196       0.01355262016219383      0.0021455003152698326
0.5    0.8066450599761393       0.013466854202414447     0.0021126628673443504
0.501  0.8084689452355831       0.013381370954014482     0.00208009028024414
0.502  0.8102906344009001       0.013296169812875513     0.0020477809171578487
0.503  0.8121101301978493       0.013211250177611045     0.002015733133029274
0.504  0.8139274353554444       0.013126611449699732     0.0019839452754656373
0.505  0.8157425526058982       0.013042253033609619     0.0019524156856166597
0.506  0.8175554846845726       0.012958174336911044     0.0019211426990347613
0.507  0.819366234329926        0.012874374770379116     0.0018901246465029553
0.508  0.8211748042834665       0.012790853748090636     0.0018593598548499735
0.509  0.8229811972897032       0.012707610687507587     0.001828846647730198
0.51   0.8247854160961008       0.012624645009555957     0.001798583346389715
0.511  0.8265874634530345       0.01254195613869391      0.0017685682704043915
0.512  0.8283873421137463       0.012459543502972847     0.0017387997383964127
0.513  0.8301850548343022       0.012377406534091917     0.00170927606873017
0.514  0.831980604373552        0.01229554466744176      0.001679995580182947
0.515  0.8337739934930867       0.012213957342145254     0.001650956592598174
0.516  0.8355652249571995       0.012132644001088821     0.0016221574275124828
0.517  0.8373543015328462       0.012051604090947743     0.0015935964087647747
0.518  0.839141225989607        0.011970837062206696     0.0015652718630878582
0.519  0.8409260010996482       0.011890342369170304     0.0015371821206676684
0.52   0.8427086296376842       0.011810119469972902     0.0015093255156992669
0.521  0.8444891143809413       0.011730167826579652     0.0014817003869090906
0.522  0.84626745810912         0.011650486904782209     0.001454305078064655
0.523  0.8480436636043596       0.011571076174190731     0.0014271379384631633
0.524  0.8498177336512006       0.011491935108220996     0.0014001973234022413
0.525  0.85158967103655         0.011413063184075423     0.00137348159463202
0.526  0.8533594785496456       0.011334459882720305     0.001346989120786124
0.527  0.8551271589820187       0.011256124688861058     0.0013207182778030013
0.528  0.8568927151274595       0.011178057090908688     0.001294667449316167
0.529  0.8586561497819819       0.011100256580948376     0.0012688350270455562
0.53   0.8604174657437872       0.011022722654698835     0.00124321941115213
0.531  0.8621766658132286       0.010945454811472577     0.0012178190105929243
0.532  0.863933752792775        0.010868452554130159     0.0011926322434485659
0.533  0.8656887294869765       0.01079171538903212      0.0011676575372393527
0.534  0.8674415987024263       0.0107152428259919       0.0011428933292320087
0.535  0.8691923632477265       0.010639034378217116     0.0011183380667144638
0.536  0.8709410259334504       0.010563089562258154     0.001093990207274631
0.537  0.8726875895721063       0.01048740789794711      0.0010698482190504288
0.538  0.8744320569781011       0.010411988908340941     0.0010459105809771385
0.539  0.8761744309677031       0.010336832119654082     0.0010221757830072287
0.54   0.877914714359003        0.010261937061201154     0.000998642326334287
0.541  0.8796529099718794       0.010187303265323022     0.0009753087235830904
0.542  0.8813890206279582       0.010112930267324849     0.0009521734990037833
0.543  0.8831230491505756       0.010038817605405592     0.0009292351886458494
0.544  0.8848549983647385       0.009964964820586952     0.000906492340519871
0.545  0.8865848710970875       0.009891371456641651     0.0008839435147469654
0.546  0.8883126701758557       0.009818037060021823     0.000861587283700116
0.547  0.8900383984308297       0.009744961179783962     0.0008394222321265188
0.548  0.89176205869331         0.009672143367516428     0.0008174469572720389
0.549  0.8934836537960713       0.009599583177259507     0.0007956600689724702
0.55   0.8952031865733201       0.009527280165436802     0.0007740601897645583
0.551  0.896920659860655        0.009455233890772852     0.0007526459549577202
0.552  0.8986360764950251       0.009383443914216971     0.0007314160127103175
0.553  0.9003494393146879       0.009311909798869977     0.0007103690240997107
0.554  0.9020607511591682       0.009240631109901698     0.000689503663169666
0.555  0.9037700148692144       0.009169607414476588     0.0006688186169794275
0.556  0.905477233286756        0.009098838281675237     0.0006483125856395766
0.557  0.9071824092548612       0.009028323282416761     0.0006279842823400106
0.558  0.908885545617693        0.008958061989380761     0.0006078324333690377
0.559  0.9105866452204648       0.008888053976930488     0.0005878557781228144
0.56   0.9122857109093976       0.008818298821035686     0.0005680530691120067
0.561  0.9139827455316737       0.008748796099196543     0.0005484230719551286
0.562  0.9156777519353935       0.00867954539036564      0.0005289645653657749
0.563  0.9173707329695295       0.008610546274873343     0.0005096763411358562
0.564  0.9190616914838816       0.008541798334351869     0.0004905572041068451
0.565  0.92075063032903         0.008473301151661339     0.00047160597213968813
0.566  0.9224375523562914       0.008405054310813953     0.00045282147607383916
0.567  0.9241224604176701       0.00833705739690338      0.00043420255968418253
0.568  0.9258053573658145       0.008269309996027041     0.00041574807962341254
0.569  0.927486246053967        0.008201811695219496     0.0003974569053709631
0.570  0.9291651293359203       0.008134562082378616     0.0003793279191698362
0.571  0.9308420100659673       0.008067560746195412     0.000361360015953216
0.572  0.9325168910988557       0.008000807276085542     0.0003435521032776334
0.573  0.9341897752897387       0.007934301262119914     0.0003259031012384783
0.574  0.9358606654941288       0.007868042294958077     0.0003084119423910625
0.575  0.9375295645678479       0.007802029965782942     0.00029107757166402237
0.576  0.9391964753669809       0.007736263866232274     0.0002738989462607311
0.577  0.9408614007478265       0.007670743588337858     0.0002568750355708138
0.578  0.9425243435668483       0.007605468724460329     0.0002400048210642325
0.579  0.9441853066806262       0.0075404388672288825    0.00022328729619180976
0.580  0.9458442929458084       0.007475653609479549     0.00020672146627664922
0.581  0.9475013052190626       0.007411112544195242     0.0001903063483995604
0.582  0.9491563463570251       0.007346815264449691     0.00017404097129258833
0.583  0.9508094192162546       0.0072827613633466015    0.00015792437521244818
0.584  0.9524605266531807       0.007218950433967697     0.0001419556118285037
0.585  0.954109671524056        0.007155382069315985     0.00012613374409586875
0.586  0.9557568566849065       0.00709205586226247      0.00011045784612984111
0.587  0.9574020849914827       0.007028971405496298     0.00009492700308355584
0.588  0.9590453592992099       0.006966128291470586     0.00007954031100754211
0.589  0.9606866824631393       0.006903526112356562     0.00006429687672904194
0.59   0.9623260573378976       0.0068411644599938315    0.0000491958177095686
0.591  0.9639634867776409       0.006779042925843082     0.00003423626191434437
0.592  0.9655989736360014       0.006717161100942226     0.000019417347668748697
0.593  0.9672325207660418       0.006655518575862329     4.7382235277559914e-6
0.594  0.9688641310202039       0.006594114940663309     9.801951873500414e-6
0.595  0.9704938072502605       0.006532949784855191     0.00002420400995495342
0.596  0.9721215523072672       0.006472022697354918     0.00003846877233981694
0.597  0.9737473690415125       0.006411333266451158     0.00005259705099291967
0.598  0.9753712603024699       0.006350881079764559     0.00006658964837236159
0.599  0.9769932289387483       0.00629066572421344      0.00008044735756795873
0.6    0.9786132777980455       0.00623068678597849      0.00009417096245201151
0.601  0.9802314097270979       0.006170943850468347     0.00010776123782896274
0.602  0.9818476275716331       0.006111436502290846     0.00012121894957506374
0.603  0.9834619341763231       0.006052164325218379     0.00013454485479447165
0.604  0.9850743323847351       0.005993126902163359     0.00014773970195858244
0.605  0.9866848250392838       0.005934323815145803     0.00016080423106401565
0.606  0.9882934149811868       0.0058757546452682385    0.0001737391737726135
0.607  0.9899001050504128       0.005817418972693056     0.00018654525356287532
0.608  0.991504898085639        0.005759316376614088     0.0001992231858799487
0.609  0.9931077969242025       0.005701446435235513     0.00021177367828173477
0.61   0.9947088044020532       0.005643808725752875     0.00022419743058255115
0.611  0.9963079233537105       0.005586402824326986     0.0002364951350120048
0.612  0.9979051566122128       0.005529228306071943     0.0002486674763455543
0.613  0.9995005070090771       0.005472284745030476     0.00026071513206571417
0.614  1.0010939773742495       0.005415571714163514     0.0002726387724965029
0.615  1.002685570536062        0.0053590887853296465    0.0002844390609559877
0.616  1.004275289321188        0.005302835529273686     0.00029611665389750463
0.617  1.0058631365545962       0.0052468115156121264    0.0003076722010533217
0.618  1.007449115059509        0.005191016312823704     0.00031910634557430484
0.619  1.0090332276573566       0.005135449488234078     0.0003304197241791318
0.62   1.010615477167734        0.00508011060801139      0.0003416129672850765
0.621  1.0121958664083583       0.00502499923715205      0.0003526866991594435
0.622  1.0137743981950258       0.0049701149394789645    0.00036364153804391286
0.623  1.0153510753415693       0.004915457277630431     0.0003744780963044203
0.624  1.0169259006598161       0.004861025813057029     0.0003851969805608313
0.625  1.0184988769595464       0.0048068201060176285    0.0003957987918199457
0.626  1.0200700070484523       0.004752839715573387     0.0004062841256164962
0.627  1.0216392937320955       0.004699084199587533     0.00041665357214126786
0.628  1.023206739813869        0.004645553114724255     0.0004269077163678858
0.629  1.024772348094954        0.004592246016445589     0.000437047138191371
0.63   1.0263361213742825       0.004539162459015422     0.0004470724125467118
0.631  1.0278980624484975       0.0044863019954994865    0.0004569841095389826
0.632  1.0294581741119129       0.0044336641777638075    0.0004667827945754599
0.633  1.0310164591564752       0.004381248556485584     0.00047646902847553463
0.634  1.032572920371727        0.0043290546811496355    0.00048604336760238454
0.635  1.034127560544767        0.0042770821000577275    0.0004955063639826562
0.636  1.0356803824602143       0.004225330360333013     0.0005048585654192639
0.637  1.0372313889001696       0.004173799007926027     0.0005141005156130696
0.638  1.038780582644181        0.004122487587623125     0.0005232327542776805
0.639  1.0403279664692058       0.004071395643053144     0.0005322558172513592
0.64   1.0418735431495778       0.004020522716696062     0.0005411702366096005
0.641  1.0434173154569681       0.003969868349893879     0.0005499765407781521
0.642  1.0449592861603543       0.003919432082860386     0.0005586752546322682
0.643  1.046499458025983        0.00386921345469049      0.0005672668996168362
0.644  1.0480378338173377       0.003819212003374206     0.0005757519938380806
0.645  1.0495744162951064       0.003769427265805758     0.0005841310521754739
0.646  1.0511092082171452       0.0037198587777995673    0.0005924045863789917
0.647  1.0526422123384496       0.00367050607410091      0.0006005731051685892
0.648  1.0541734314111189       0.003621368688403237     0.000608637114330346
0.649  1.0557028681843277       0.0035724461533581664    0.0006165971168186068
0.65   1.057230525404294        0.0035237380005939123    0.0006244536128403588
0.651  1.0587564058142462       0.0034752437607306064    0.0006322070999555951
0.652  1.0602805121543954       0.003426962963395397     0.0006398580731610259
0.653  1.0618028471619054       0.0033788951372386578    0.00064740702498578
0.654  1.0633234135708614       0.003331039809954417     0.0006548544455642347
0.655  1.0648422141122436       0.003283396508293235     0.0006622008227386011
0.656  1.0663592515138969       0.003235964758081966     0.0006694466421324208
0.657  1.0678745285005045       0.0031887440842461867    0.0006765923872225077
0.658  1.0693880477935584       0.0031417340108201852    0.0006836385394408673
0.659  1.0708998121113347       0.0030949340609773834    0.0006905855782233239
0.66   1.072409824168865        0.00304834375703833      0.000697433981114326
0.661  1.073918086677911        0.0030019626205015637    0.0007041842238146856
0.662  1.0754246023469394       0.0029557901720547175    0.0007108367802712845
0.663  1.0769293738810952       0.00290982593160094      0.0007173921227394686
0.664  1.078432403982179        0.0028640694182782145    0.0007238507218465529
0.665  1.0799336953486207       0.002818520150478898     0.0007302130466722012
0.666  1.081433250675456        0.0027731776458737034    0.0007364795647983868
0.667  1.0829310726543044       0.0027280414214312376    0.0007426507423815565
0.668  1.0844271639733443       0.0026831109934408737    0.0007487270442101401
0.669  1.0859215273172913       0.002638385877537397     0.0007547089337591739
0.67   1.0874141653673763       0.002593865588718103     0.0007605968732586899
0.671  1.0889050808013232       0.002549549641369886     0.0007663913237396791
0.672  1.090394276293329        0.002505437549287892     0.0007720927450967086
0.673  1.0918817545140405       0.0024615288257061607    0.0007777015961258904
0.674  1.0933675181305362       0.0024178229833096143    0.0007832183345974908
0.675  1.0948515698063062       0.002374319534266034     0.0007886434172854617
0.676  1.0963339122012308       0.002331017990247819     0.0007939773000196215
0.677  1.0978145479715635       0.002287917862449529     0.0007992204377442746
0.678  1.099293479769912        0.0022450186616198575    0.0008043732845417484
0.679  1.1007707102452187       0.002202319898081173     0.0008094362936885702
0.68   1.1022462420427428       0.0021598210817515007    0.0008144099176958797
0.681  1.1037200778040464       0.0021175217221709453    0.0008192946083422914
0.682  1.105192220166972        0.002075421328526117     0.0008240908167171934
0.683  1.1066626717656305       0.002033519409670115     0.0008287989932551643
0.684  1.1081314352303824       0.0019918154741511707    0.0008334195877703898
0.685  1.1095985131878239       0.001950309030231523     0.000837953049494855
0.686  1.1110639082607692       0.0019089995859171704    0.0008423998270994382
0.687  1.1125276230682373       0.0018678866489765245    0.0008467603687343228
0.688  1.1139896602254373       0.0018269697269661656    0.0008510351220563095
0.689  1.115450022343754        0.0017862483272550467    0.0008552245342534626
0.690  1.1169087120307322       0.0017457219570484739    0.0008593290520717556
0.691  1.118365731890067        0.001705390123410977     0.0008633491218397182
0.692  1.1198210845215875       0.00166525233328918      0.0008672851894995226
0.693  1.1212747725212455       0.0016253080935382247    0.0008711377006138665
0.694  1.122726798481102        0.0015855569109433088    0.0008749071004021669
0.695  1.1241771649893186       0.001545998292241224     0.0008785938337529942
0.696  1.125625874630141        0.0015066317441474464    0.000882198345242724
0.697  1.1270729299838915       0.0014674567733781174    0.0008857210791497483
0.698  1.128518333626956        0.0014284728866731378    0.0008891624794769015
0.699  1.129962088131776        0.0013896795908152626    0.0008925229899661158
0.700  1.1314041960668346       0.0013510763926598557    0.0008958030541059703
0.701  1.1328446599966504       0.0013126627991522088    0.0008990031151481226
0.702  1.1342834824817656       0.0012744383173535212    0.000902123616113748
0.703  1.1357206660787382       0.001236402454459995     0.000905164999815744
0.704  1.1371562133401323       0.0011985547178283706    0.000908127708852069
0.705  1.1385901268145102       0.001160894614995689     0.0009110121856268361
0.706  1.140022409046423        0.0011234216537030495    0.0009138188723485374
0.707  1.141453062576405        0.0010861353419149289    0.0009165482110422563
0.708  1.1428820899409642       0.0010490351878427173    0.0009192006435518874
0.709  1.1443094936725755       0.0010121206999649246    0.0009217766115439119
0.710  1.1457352762996742       0.000975391387051161     0.0009242765565082856
0.711  1.147159440346649        0.0009388467581787907    0.0009267009197668763
0.712  1.1485819883338368       0.0009024863227540258    0.0009290501424743525
0.713  1.1500029227775135       0.0008663095905390161    0.0009313246656073026
0.714  1.1514222461898922       0.0008303160716645053    0.0009335249299753379
0.715  1.1528399610791158       0.0007945052766515914    0.0009356513762213137
0.716  1.1542560699492512       0.0007588767164352639    0.0009377044448097838
0.717  1.1556705753002858       0.0007234299023806123    0.0009396845760281103
0.718  1.1570834796281224       0.000688164346303699     0.0009415922099846874
0.719  1.158494785424574        0.0006530795604906547    0.0009434277866031682
0.72   1.1599044951773607       0.0006181750577145539    0.000945191745619578
0.721  1.1613126113701062       0.0005834503512578415    0.0009468845265732106
0.722  1.1627191364823335       0.0005489049549278757    0.000948506568798857
0.723  1.1641240729894606       0.0005145383830769124    0.0009500583114241401
0.724  1.1655274233627995       0.0004803501506185359    0.0009515401933604117
0.725  1.1669291900695524       0.0004463397730474217    0.0009529526532914279
0.726  1.168329375572809        0.0004125067664537685    0.0009542961296669095
0.727  1.1697279823315443       0.00037885064754261677   0.000955571060695215
0.728  1.1711250128006163       0.0003453709336527222    0.0009567778843220243
0.729  1.1725204694307645       0.0003120671427681021    0.0009579170382381097
0.73   1.173914354668608        0.00027893879353912965   0.0009589889598478063
0.731  1.1753066709566442       0.0002459854052951904    0.0009599940862767831
0.732  1.1766974207332475       0.00021320649806333414   0.0009609328543416229
0.733  1.1780866064326672       0.0001806015925842619    0.0009618057005491565
0.734  1.1794742304850296       0.00014817021032254019   0.0009626130610789208
0.735  1.1808602953163347       0.00011591187348880538   0.000963355371768948
0.736  1.1822448033484565       0.00008382610504864552   0.0009640330681062181
0.737  1.183627756999143        0.000051912428741696104  0.0009646465852035657
0.738  1.1850091586820168       0.0000201703690902999    0.0009651963577965716
0.739  1.186389010806574        0.00001140054857784456   0.0009656828202124768
0.74   1.1877673157781858       0.0000428007981259082    0.0009661064063726243
0.741  1.1891440759980985       0.00007403085258839148   0.0009664675497662589
0.742  1.190519293863434        0.00010509118415824581   0.0009667666834309863
0.743  1.191892971767191        0.00013598226417532722   0.0009670042399443357
0.744  1.1932651120982465       0.0001667045631150721    0.0009671806514044423
0.745  1.1946357172413562       0.0001972585505747304    0.0009672963494156139
0.746  1.1960047895771566       0.00022764469525915487   0.0009673517650599095
0.747  1.1973723314821667       0.0002578634649732514    0.0009673473288951406
0.748  1.1987383453287888       0.0002879153266066581    0.0009672834709228972
0.749  1.200102833485311        0.0003178007461261956    0.0009671606205845507
0.75   1.20146579831591         0.00034752018856121225   0.0009669792067283911
0.751  1.2028272421806516       0.0003770741179958126    0.0009667396576058529
0.752  1.2041871674354951       0.0004064629975559786    0.0009664424008388739
0.753  1.2055455764322938       0.0004356872894020203    0.0009660878634145664
0.754  1.2069024715187986       0.0004647474547174735    0.0009656764716592381
0.755  1.20825785503866         0.0004936439536977755    0.0009652086512172975
0.756  1.209611729331434        0.0005223772455429376    0.0009646848270363773
0.757  1.2109640967325808       0.000550947788450662     0.0009641054233529012
0.758  1.2123149595734692       0.000579356039601242     0.0009634708636621081
0.759  1.213664320181383        0.0006076024551553427    0.000962781570707838
0.76   1.21501218087952         0.0006356874902406773    0.000962037966453666
0.761  1.2163585439869973       0.0006636115989482327    0.000961240472079794
0.762  1.2177034118188572       0.0006913752343213897    0.0009603895079455249
0.763  1.2190467866860666       0.0007189788483512594    0.0009594854935832675
0.764  1.2203886708955238       0.0007464228919658034    0.0009585288476736675
0.765  1.221729066750062        0.0007737078150251708    0.0009575199880218488
0.766  1.2230679765484516       0.0008008340663137048    0.0009564593315467551
0.767  1.2244054025854083       0.0008278020935379438    0.000955347294264941
0.768  1.2257413471515914       0.0008546123433108566    0.0009541842912523801
0.769  1.2270758125336143       0.0008812652611558391    0.0009529707366462414
0.77   1.2284088010140444       0.0009077612914929478    0.0009517070436093622
0.771  1.2297403148714112       0.0009341008776415638    0.0009503936243306921
0.772  1.2310703563802057       0.0009602844618059603    0.0009490308899846589
0.773  1.2323989278108913       0.0009863124850759686    0.0009476192507229531
0.774  1.2337260314299057       0.0010121853874232034    0.0009461591156634253
0.775  1.2350516694996634       0.001037903607691959     0.0009446508928547814
0.776  1.2363758442785635       0.001063467583593214     0.000943094989263038
0.777  1.2376985580209954       0.0010888777517106263    0.0009414918107657488
0.778  1.2390198129773422       0.001114134547487211     0.000939841762122251
0.779  1.2403396113939844       0.0011392384052224536    0.0009381452469499063
0.78   1.2416579555133085       0.0011641897580729754    0.0009364026677214365
0.781  1.2429748475737104       0.0011889890380458734    0.0009346144257342814
0.782  1.2442902898095998       0.001213636675996721     0.0009327809211017168
0.783  1.245604284451408        0.0012381331016269037    0.0009309025527266535
0.784  1.246916833725591        0.0012624787434796225    0.0009289797182916448
0.785  1.2482279398546365       0.0012866740289394496    0.0009270128142393474
0.786  1.2495376050570686       0.0013107193842278875    0.0009250022357529808
0.787  1.2508458315474535       0.0013346152344015927    0.0009229483767407842
0.788  1.2521526215364067       0.0013583620033528199    0.0009208516298218061
0.789  1.2534579772305956       0.0013819601138040927    0.0009187123863061419
0.79   1.254761900832748        0.0014054099873108683    0.0009165310361851642
0.791  1.2560643945416563       0.0014287120442548762    0.0009143079681011024
0.792  1.2573654605521851       0.0014518667038481148    0.0009120435693499296
0.793  1.2586651010552743       0.0014748743841277445    0.0009097382258480557
0.794  1.259963318237948        0.0014977355019594185    0.000907392322134104
0.795  1.2612601142833177       0.0015204504730317314    0.0009050062413384907
0.796  1.262555491370591        0.0015430197118599942    0.0009025803651754316
0.797  1.263849451675075        0.0015654436317833476    0.0009001150739327279
0.798  1.2651419973681841       0.0015877226449660942    0.0008976107464455652
0.799  1.2664331306174454       0.0016098571623959224    0.0008950677600925161
0.8    1.267722853586506        0.0016318475938876809    0.0008924864907839947
0.801  1.2690111684351357       0.0016536943480767174    0.0008898673129267287
0.802  1.270298077319238        0.0016753978324304253    0.0008872105994481849
0.803  1.2715835823908528       0.0016969584532360305    0.0008845167217446104
0.804  1.2728676857981636       0.0017183766156125824    0.0008817860496970198
0.805  1.2741503896855038       0.00173965272350185      0.0008790189516325597
0.806  1.2754316961933634       0.0017607871796787578    0.0008762157943396076
0.807  1.2767116074583935       0.0017817803857465009    0.0008733769430393501
0.808  1.2779901256134163       0.001802632742140542     0.0008705027613737926
0.809  1.2792672527874263       0.0018233446481270565    0.0008675936113986538
0.81   1.2805429911056003       0.0018439165018073744    0.0008646498535687108
0.811  1.2818173426893038       0.0018643487001210879    0.0008616718467377993
0.812  1.2830903096560953       0.0018846416388438314    0.0008586599481290591
0.813  1.2843618941197337       0.0019047957125912784    0.0008556145133407078
0.814  1.2856320981901843       0.0019248113148198076    0.0008525358963256124
0.815  1.2869009239736269       0.001944688837833608     0.0008494244493926217
0.816  1.2881683735724594       0.001964428672778018     0.0008462805231794768
0.817  1.2894344490853062       0.001984031209652626     0.0008431044666665777
0.818  1.2906991526070237       0.0020034968373030537    0.0008398966271405683
0.819  1.291962486228708        0.002022825943434725     0.0008366573502187613
0.820  1.2932244520376992       0.0020420189146039824    0.0008333869798047289
0.821  1.294485052117589        0.002061076136230522     0.0008300858581118398
0.822  1.2957442885482282       0.0020799979925942846    0.0008267543256295085
0.823  1.297002163405731        0.00209878486684123      0.0008233927211360736
0.824  1.2982586787624832       0.0021174371409871107    0.0008200013816797025
0.825  1.2995138366871468       0.0021359551959170275    0.000816580642575726
0.826  1.300767639244669        0.0021543394113927583    0.0008131308373968693
0.827  1.3020200884962863       0.002172590166053201     0.0008096522979692544
0.828  1.3032711864995312       0.002190707837418815     0.0008061453543648511
0.829  1.304520935308241        0.002208692801897616     0.0008026103349028091
0.830  1.3057693369725605       0.002226545434782734     0.0007990475661276975
0.831  1.3070163935389516       0.002244266110261517     0.0007954573728161662
0.832  1.3082621070501983       0.002261855201418639     0.0007918400779769463
0.833  1.3095064795454123       0.0022793130802354344    0.0007881960028308654
0.834  1.3107495130600422       0.0022966401176001128    0.0007845254668161772
0.835  1.3119912096258768       0.0023138366833077573    0.0007808287875876729
0.836  1.3132315712710525       0.0023309031460643226    0.0007771062810024709
0.837  1.3144706000200617       0.0023478398734912975    0.0007733582611204604
0.838  1.3157082978937555       0.002364647232130146     0.0007695850402047455
0.839  1.3169446669093534       0.002381325587447636     0.0007657869287167607
0.840  1.3181797090804475       0.002397875303834729     0.0007619642353069445
0.841  1.3194134264170103       0.0024142967446199037    0.0007581172668262859
0.842  1.3206458209253997       0.0024305902720647143    0.0007542463283116696
0.843  1.3218768946083674       0.002446756247372006     0.000750351722981879
0.844  1.323106649465062        0.002462795030691023     0.0007464337522522513
0.845  1.3243350874910391       0.0024787069811200713    0.0007424927157169137
0.846  1.3255622106782639       0.0024944924567096294    0.0007385289111461191
0.847  1.3267880210151202       0.002510151814472339     0.0007345426345075623
0.848  1.3280125204864164       0.002525685410382561     0.000730534179941511
0.849  1.32923571107339         0.002541093599380595     0.0007265038397683554
0.85   1.3304575947537156       0.002556376735380894     0.0007224519044917166
0.851  1.331678173501511        0.0025715351712745083    0.0007183786627975586
0.852  1.332897449287342        0.00258656925893308      0.0007142844015510796
0.853  1.3341154240782307       0.0026014793492152855    0.0007101694057976005
0.854  1.335332099837659        0.0026162657919692744    0.0007060339587683373
0.855  1.3365474785255786       0.0026309289360413324    0.0007018783418795138
0.856  1.3377615620984136       0.002645469129274547     0.0006977028347243674
0.857  1.3389743525090687       0.0026598867185199104    0.0006935077150891367
0.858  1.3401858517069336       0.0026741820496352098    0.0006892932589468437
0.859  1.3413960616378922       0.0026883554674959065    0.0006850597404604031
0.86   1.3426049842443248       0.0027024073159933604    0.0006808074319804014
0.861  1.3438126214651178       0.0027163379380443775    0.0006765366040570875
0.862  1.3450189752356678       0.002730147675595873     0.0006722475254368199
0.863  1.3462240474878877       0.002743836869627314     0.000667940463068728
0.864  1.3474278401502129       0.0027574058601542717    0.0006636156820940542
0.865  1.3486303551476087       0.0027708549862377474    0.0006592734458701344
0.866  1.3498315944015749       0.002784184585988392     0.0006549140159619604
0.867  1.3510315598301514       0.0027973949965660605    0.0006505376521483974
0.868  1.3522302533479262       0.00281048655418914      0.0006461446124199632
0.869  1.35342767686604         0.002823459594141431     0.0006417351529974802
0.87   1.354623832292191        0.0028363144507683735    0.0006373095283187524
0.871  1.355818721530644        0.0028490514574919246    0.000632867991053665
0.872  1.3570123464822335       0.0028616709468083368    0.000628410792110845
0.873  1.3582047090443723       0.002874173250299039     0.000623938180637662
0.874  1.3593958111110531       0.0028865586986250857    0.0006194504040166748
0.875  1.3605856545728596       0.0028988276215449194    0.0006149477078936094
0.876  1.3617742413169696       0.0029109803479108187    0.0006104303361618157
0.877  1.3629615732271596       0.0029230172056724513    0.0006058985309707055
0.878  1.3641476521838152       0.002934938521890862     0.0006013525327488445
0.879  1.365332480063931        0.0029467446227311456    0.000596792580183525
