# baryon number density as a function of h2 with the pade approximants, h1 = 0.8, nt = 50, beta = 0
# h2      [[0/1]]             [[1/1]]             [[2/1]]             [[2/2]]
0.0268    1.3920248056572497  1.3996242192657178  1.4035155533412054  1.4030941448281098
0.027     1.3903801573445023  1.3980737479295047  1.4020437397481182  1.401610808465502
0.02722   1.3887392675103825  1.3965273710896104  1.4005769545267195  1.4001322820850208
0.0274    1.3871021235794774  1.3949850726263637  1.3991151841734482  1.3986585499666289
0.02763   1.3854687130314485  1.3934468365041257  1.3976584152302318  1.3971895964366694
0.02782   1.383839023400734   1.3919126467707539  1.3962066342843187  1.3957254058678235
0.028     1.3822130422762582  1.3903824875570545  1.394759827968104   1.3942659626790568
0.02823   1.380590757301132   1.3888563430762546  1.393317982958961   1.3928112513355686
0.0284    1.3789721561723667  1.387334197623467   1.3918810859790702  1.3913612563487379
0.0286    1.3773572266405811  1.3858160355751645  1.3904491237952492  1.3899159622760728
0.02883   1.3757459565097148  1.384301841388658   1.3890220832187827  1.3884753537211512
0.029     1.3741383336367428  1.3827915996015756  1.387599951105257   1.3870394153335677
0.0292    1.3725343459313901  1.3812852948313497  1.38618271435439    1.3856081318088753
0.02943   1.3709339813558499  1.3797829117747054  1.384770359909865   1.3841814878885264
0.0296    1.3693372279245042  1.378284435207152   1.383362874759162   1.3827594683598154
0.0298    1.3677440737036437  1.3767898499824824  1.3819602459333944  1.3813420580558158
0.03002   1.366154506811191   1.3752991410322724  1.3805624605071438  1.3799292418553195
0.0302    1.3645685154164253  1.3738122933653831  1.3791695055982922  1.3785210046827756
0.0304    1.3629860877397102  1.3723292920674743  1.3777813683678606  1.3771173315082266
0.03062   1.3614072120522194  1.3708501223005096  1.3763980360198442  1.3757182073472407
0.0308    1.3598318766756698  1.3693747693022784  1.3750194958010513  1.3743236172608517
0.031     1.3582600699820504  1.3679032183859103  1.3736457350009368  1.3729335463554873
0.03122   1.356691780393357   1.3664354549393996  1.3722767409514447  1.3715479797829062
0.03144   1.355126996381328   1.3649714644251347  1.3709125010268441  1.3701669027401273
0.0316    1.3535657064671773  1.3635112323794225  1.3695530026435723  1.3687903004693613
0.0318    1.3520078992213398  1.3620547444120268  1.3681982332600688  1.367418158257941
0.032     1.3504535632632026  1.360601986205702   1.3668481803766224  1.36605046143825
0.0322    1.3489026872608538  1.3591529435157366  1.3655028315352071  1.364687195387651
0.0324    1.3473552599308214  1.3577076021694943  1.3641621743193282  1.3633283455284135
0.03264   1.3458112700378202  1.3562659480659636  1.3628261963538617  1.3619738973276414
0.0328    1.3442707063944985  1.3548279671753076  1.3614948853048976  1.3606238362971965
0.033     1.342733557861184   1.3533936455384183  1.3601682288795858  1.359278147993626
0.0332    1.341199813345635   1.3519629692664739  1.3588462148259774  1.3579368180180853
0.0334    1.3396694618027913  1.350535924540499   1.3575288309328708  1.356599832016263
0.03365   1.3381424922345275  1.34911249761093    1.3562160650296564  1.3552671756783021
0.03384   1.336618893689405   1.3476926747971816  1.3549079049861645  1.353938834738723
0.034     1.3350986552624309  1.3462764424872167  1.353604338712509   1.3526147949763452
0.0342    1.333581766094813   1.3448637871371218  1.3523053541589356  1.3512950422142072
0.0344    1.3320682153737187  1.3434546952706807  1.3510109393156702  1.3499795623194868
0.0346    1.3305579923320359  1.342049153478958   1.3497210822127654  1.3486683412034206
0.03485   1.329051086248135   1.3406471484198799  1.3484357709199524  1.3473613648212242
0.035     1.3275474864456323  1.3392486668178205  1.3471549935464857  1.3460586191720054
0.0352    1.3260471822931532  1.3378536954631923  1.3458787382409974  1.3447600902986878
0.0354    1.3245501632041     1.3364622212120363  1.3446069931913458  1.343465764287924
0.0356    1.3230564186364173  1.335074230985619   1.343339746624466   1.3421756272700123
0.0358    1.3215659380923643  1.3336897117700295  1.3420769868062232  1.3408896654188132
0.03604   1.3200787111182826  1.3323086506157815  1.3408187020412634  1.3396078649516614
0.0362    1.3185947273043688  1.330931034637417   1.3395648806728666  1.3383302121292866
0.0364    1.3171139762844475  1.3295568510131122  1.338315511082801   1.3370566932557195
0.0366    1.3156364477357472  1.3281860869842883  1.337070581691175   1.3357872946782128
0.0368    1.3141621313786738  1.3268187298552248  1.3358300809562942  1.3345220027871474
0.03705   1.3126910169765913  1.3254547669926733  1.3345939973745147  1.3332608040159495
0.03724   1.3112230943355976  1.3240941858254776  1.333362319480099   1.3320036848409993
0.0374    1.3097583533043051  1.3227369738441928  1.332135035845073   1.3307506317815447
0.0376    1.308296783773625   1.3213831186007101  1.3309121350790813  1.3295016313996113
0.0378    1.306838375676546   1.3200326077078852  1.3296936058292448  1.3282566702999108
0.038     1.3053831189879204  1.3186854288391632  1.3284794367800208  1.3270157351297542
0.03825   1.3039310037242506  1.317341569728215   1.327269616653058   1.3257788125789598
0.03844   1.302482019943473   1.3160010181685686  1.3260641342070572  1.3245458893797604
0.0386    1.3010361577447491  1.3146637620132489  1.3248629782376304  1.3233169523067154
0.0388    1.2995934072682522  1.3133297891744153  1.3236661375771623  1.3220919881766158
0.039     1.29815375869496    1.3119990876230059  1.3224736010946683  1.3208709838483939
0.0392    1.2967172022464446  1.3106716453883818  1.3212853576956565  1.3196539262230291
0.03944   1.2952837281846676  1.3093474505579743  1.320101396321991   1.3184408022434566
0.0396    1.2938533268117713  1.3080264912769357  1.3189217059517517  1.3172315988944727
0.0398    1.2924259884698797  1.3067087557477923  1.3177462755990992  1.3160263032026416
0.04      1.2910017035408892  1.3053942322300975  1.3165750943141357  1.3148249022362002
0.0402    1.2895804624462703  1.3040829090400923  1.3154081511827718  1.3136273831049654
0.04045   1.2881622556468666  1.302774774550363   1.3142454353265876  1.312433732960237
0.04064   1.2867470736426943  1.3014698171895043  1.3130869359027     1.3112439389947046
0.0408    1.2853349069727442  1.3001680254417853  1.3119326421036277  1.3100579884423507
0.041     1.2839257462147853  1.2988693878468145  1.3107825431571554  1.3088758685783557
0.0412    1.2825195819851671  1.2975738929992122  1.3096366283262024  1.3076975667190014
0.0414    1.281116404938627   1.2962815295482801  1.3084948869086896  1.3065230702215733
0.04165   1.2797162057680957  1.2949922861976768  1.3073573082374044  1.3053523664842672
0.04184   1.2783189752045034  1.293706151705095   1.306223881679872   1.3041854429460882
0.042     1.2769247040165919  1.2924231148819378  1.3050945966382215  1.303022287086756
0.0422    1.2755333830107207  1.2911431645930038  1.3039694425490573  1.301862886426607
0.0424    1.2741450030306805  1.2898662897561677  1.3028484088833259  1.3007072285264956
0.0426    1.2727595549575037  1.288592479342066   1.3017314851461883  1.2995553009876963
0.04285   1.271377029709279   1.2873217223737863  1.3006186608768893  1.2984070914518067
0.04303   1.2699974182409655  1.286054007926557   1.2995099256486307  1.297262587600647
0.0432    1.268620711544207   1.2847893251274394  1.2984052690684398  1.2961217771561635
0.0434    1.2672469006471498  1.2835276631550212  1.2973046807770436  1.294984647880327
0.0436    1.2658759766142595  1.2822690112391155  1.2962081504487415  1.2938511875750363
0.0438    1.2645079305461402  1.2810133586604566  1.2951156677912778  1.292721384082016
0.04404   1.2631427535793551  1.279760694750403   1.2940272225457157  1.2915952252827192
0.0442    1.2617804368862444  1.2785110088906393  1.2929428044863114  1.2904726990982271
0.0444    1.2604209716747505  1.2772642905128821  1.291862403420389   1.2893537934891488
0.0446    1.2590643491882403  1.2760205290985862  1.2907860091882153  1.2882384964555211
0.0448    1.257710560705327   1.2747797141786532  1.2897136116628758  1.2871267960367083
0.04505   1.256359597539698   1.273541835333145   1.2886452007501512  1.2860186803113018
0.04524   1.2550114510399386  1.2723068821909944  1.2875807663883938  1.2849141373970199
0.0454    1.2536661125893616  1.2710748444297209  1.2865202985484032  1.2838131554506051
0.0456    1.2523235736058327  1.2698457117751498  1.2854637872333066  1.2827157226677268
0.0458    1.2509838255416015  1.2686194740011276  1.2844112224784354  1.2816218272828763
0.046     1.2496468598831312  1.267396120929247   1.2833625943512041  1.280531457569269
0.04625   1.2483126681509291  1.2661756424285668  1.2823178929509895  1.2794446018387404
0.04644   1.2469812418993795  1.264958028415339   1.2812771084090109  1.2783612484416464
0.0466    1.2456525727165768  1.2637432688527335  1.2802402308882075  1.277281385766762
0.0468    1.244326652224159   1.262531353750569   1.2792072505831236  1.2762050022411775
0.047     1.2430034720771421  1.2613222731650406  1.2781781577197857  1.275132086330199
0.0472    1.2416830239637586  1.260116017198457   1.2771529425555852  1.2740626265372468
0.04745   1.2403652996052923  1.2589125759989683  1.2761315953791623  1.27299661140375
0.0476    1.239050290755916   1.2577119397603087  1.2751141065102845  1.2719340295090502
0.0478    1.237737989202532   1.2565140987215293  1.2741004662997337  1.2708748694702945
0.048     1.2364283867646106  1.2553190431667396  1.2730906651291876  1.269819119942335
0.0482    1.2351214752940312  1.254126763424851   1.2720846934111028  1.2687667696176277
0.04846   1.2338172466749244  1.2529372498693157  1.2710825415886013  1.2677178072261288
0.04864   1.232515692823514   1.2517504929178758  1.2700842001353538  1.2666722215351938
0.0488    1.23121680568796    1.2505664830323067  1.269089659555466   1.2656300013494732
0.049     1.2299205772482047  1.2493852107181698  1.268098910383362   1.2645911355108126
0.0492    1.2286269995158159  1.248206666524557   1.2671119431836746  1.2635556128981473
0.0494    1.227336064533834   1.2470308410438475  1.2661287485511283  1.2625234224274033
0.04965   1.2260477643766203  1.2458577249114597  1.265149317110429   1.2614945530513912
0.04984   1.2247620911497026  1.2446873088056045  1.2641736395161485  1.2604689937597076
0.05      1.2234790369896258  1.2435195834470452  1.2632017064526164  1.2594467335786281
0.0502    1.222198594063801   1.2423545395988547  1.2622335086338055  1.2584277615710082
0.0504    1.2209207545703549  1.241192168066175   1.2612690368032227  1.2574120668361806
0.0506    1.2196455107379838  1.2400324596959804  1.260308281733797   1.2563996385098501
0.05085   1.218372854825804   1.2388754053768403  1.2593512342277702  1.2553904657639934
0.05104   1.2171027791232047  1.2377209960386826  1.2583978851165876  1.2543845378067564
0.0512    1.2158352759497038  1.2365692226525642  1.257448225260787   1.2533818438823494
0.0514    1.2145703376548     1.235420076230434   1.2565022455498924  1.2523823732709476
0.0516    1.213307956617831   1.2342735478249078  1.2555599369023023  1.2513861152885872
0.05186   1.2120481252478286  1.2331296285290354  1.2546212902651859  1.2503930592870616
0.05205   1.2107908359833761  1.2319883094760762  1.2536862966143714  1.2494031946538215
0.0522    1.2095360812924665  1.2308495818392715  1.2527549469542423  1.2484165108118717
0.0524    1.2082838536723615  1.229713436831622   1.2518272323176287  1.2474329972196654
0.0526    1.207034145649451   1.228579865705664   1.2509031437657026  1.2464526433710081
0.0528    1.2057869497791134  1.227448859753248   1.24998267238787    1.2454754387949496
0.05305   1.2045422586455783  1.2263204103053207  1.2490658093016678  1.2445013730556838
0.05324   1.2033000648617862  1.2251945087317049  1.2481525456526577  1.2435304357524477
0.0534    1.2020603610692533  1.2240711464408838  1.247242872614323   1.2425626165194172
0.0536    1.2008231399379343  1.2229503148797845  1.2463367813879616  1.241597905025606
0.0538    1.1995883941660868  1.221832005533566   1.245434263202586   1.2406362909747644
0.054     1.1983561164801364  1.2207162099254045  1.2445353093148175  1.2396777641052743
0.05425   1.1971262996345438  1.2196029196162845  1.2436399110087843  1.23872231419005
0.05444   1.1958989364116699  1.2184921262047868  1.2427480595960203  1.237769931036437
0.0546    1.1946740196216439  1.2173838213268822  1.2418597464153605  1.2368206044861056
0.0548    1.1934515421022318  1.2162779966557236  1.240974962832841   1.2358743244149553
0.055     1.1922314967187049  1.2151746439014401  1.2400937002415988  1.234931080733009
0.05526   1.1910138763637093  1.2140737548109342  1.2392159500617694  1.233990863384312
0.05545   1.1897986739571373  1.2129753211676775  1.2383417037403872  1.2330536623468316
0.05564   1.1885858824459976  1.2118793347915093  1.237470952751286   1.232119467632356
0.0558    1.1873754948042874  1.2107857875384378  1.2366036885949976  1.2311882692863898
0.056     1.186167504032865   1.2096946713004393  1.2357399027986564  1.230260057388058
0.0562    1.1849619031593228  1.208605978005262   1.2348795869158966  1.2293348220500009
0.05646   1.1837586852378625  1.20751969961623    1.2340227325267563  1.2284125534182737
0.05664   1.182557843349168   1.206435828132046   1.2331693312375798  1.2274932416722473
0.0568    1.1813593706002825  1.2053543555866009  1.2323193746809182  1.226576877024505
0.057     1.1801632601244831  1.2042752740487779  1.2314728545154345  1.225663449720745
0.0572    1.178969505081159   1.2031985756222643  1.2306297624258056  1.2247529500396765
0.0574    1.177778098655688   1.2021242524453595  1.2297900901226257  1.2238453682929218
0.05765   1.176589034059315   1.2010522966907877  1.2289538293423128  1.2229406948249135
0.05784   1.1754023045290305  1.1999827005655093  1.2281209718470092  1.2220389200127975
0.058     1.1742179033274518  1.198915456310535   1.2272915094244894  1.221140034266329
0.0582    1.1730358237426999  1.1978505562007415  1.2264654338880654  1.220244028027777
0.0584    1.171856059088284   1.1967879925446858  1.22564273707649    1.2193508917718203
0.05866   1.1706786027029799  1.1957277576844254  1.2248234108538654  1.2184606160054494
0.05885   1.1695034479507145  1.1946698439953332  1.2240074471095483  1.217573191267869
0.05904   1.1683305882204476  1.1936142438859205  1.2231948377580562  1.2166886081303938
0.0592    1.1671600169260554  1.1925609497976557  1.2223855747389765  1.215806857196354
0.0594    1.1659917275062144  1.191509954204788   1.2215796500168716  1.2149279291009931
0.0596    1.1648257134242868  1.1904612496141687  1.2207770555811888  1.2140518145113703
0.05986   1.163661968168205   1.1894148285650763  1.2199777834461671  1.2131785041262606
0.06005   1.162500485250359   1.1883706836290429  1.219181825650748   1.2123079886760573
0.06024   1.1613412582074818  1.1873288074096795  1.218389174258482   1.2114402589226714
0.0604    1.1601842806005365  1.1862891925425039  1.2175998213574397  1.2105753056594362
0.0606    1.1590295460146058  1.18525183169477    1.216813759060121   1.2097131197110054
0.0608    1.1578770480587783  1.1842167175652971  1.2160309795033655  1.2088536919332573
0.06106   1.1567267803660404  1.1831838428843002  1.2152514748482623  1.2079970132131965
0.06124   1.1555787365931627  1.1821532004132251  1.214475237280063   1.2071430744688563
0.0614    1.1544329104205935  1.1811247829445766  1.2137022590080886  1.2062918666491984
0.0616    1.153289295552347   1.1800985833017577  1.2129325322656477  1.20544338073402
0.0618    1.1521478857158973  1.1790745943389003  1.212166049309942   1.2045976077338525
0.062     1.1510086746620687  1.1780528089407059  1.2114028024219814  1.2037545386898654
0.06225   1.1498716561649291  1.1770332200222784  1.2106427839064986  1.2029141646737704
0.06244   1.1487368240216835  1.1760158205289666  1.2098859860918585  1.2020764767877234
0.0626    1.1476041720525676  1.175000603436201   1.2091324013299736  1.2012414661642274
0.0628    1.1464736941007423  1.1739875617493345  1.208382021996218   1.2004091239660384
0.063     1.1453453840321883  1.1729766885034845  1.2076348404893404  1.199579441386065
0.0632    1.1442192357356027  1.1719679767633757  1.2068908492313797  1.1987524096472768
0.0634    1.1430952431222947  1.1709614196231817  1.2061500406675787  1.1979280200026041
0.0636    1.1419734001260815  1.169957010206371   1.2054124072663     1.1971062637348453
0.0638    1.1408537007031874  1.1689547416655524  1.2046779415189417  1.1962871321565702
0.064     1.1397361388321392  1.16795460718232    1.2039466359398514  1.1954706166100233
0.0642    1.1386207085136673  1.166956599967102   1.2032184830662462  1.1946567084670305
0.0644    1.1375074037706023  1.1659607132590077  1.202493475458125   1.1938453991289029
0.0646    1.1363962186477767  1.1649669403256782  1.201771605698187   1.1930366800263417
0.0648    1.1352871472119228  1.1639752744631349  1.2010528663917515  1.1922305426193438
0.065     1.1341801835515748  1.1629857089956324  1.2003372501666698  1.1914269783971085
0.0652    1.1330753217769685  1.161998237275509   1.1996247496732493  1.1906259788779399
0.0654    1.1319725560199454  1.16101285268304    1.1989153575841662  1.1898275356091563
0.0656    1.130871880433852   1.160029548626293   1.1982090665943894  1.1890316401669943
0.0658    1.129773289193444   1.1590483185409806  1.1975058694210938  1.1882382841565142
0.066     1.1286767764947903  1.1580691558903173  1.1968057588035845  1.1874474592115094
0.0662    1.1275823365551743  1.1570920541648766  1.1961087275032123  1.1866591569944105
0.0664    1.1264899636130006  1.1561170068824471  1.1954147683032974  1.185873369196192
0.0666    1.1253996519276985  1.1551440075878914  1.194723874009046   1.1850900875362806
0.0668    1.1243113957796282  1.1541730498530067  1.1940360374474734  1.1843093037624621
0.067     1.1232251894699852  1.1532041272763829  1.1933512514673235  1.183531009650788
0.0672    1.1221410273207084  1.1522372334832653  1.19266950893899    1.1827551970054841
0.0674    1.1210589036743843  1.151272362125415   1.1919908027544388  1.181981857658857
0.0676    1.1199788128941572  1.1503095068809726  1.1913151258271288  1.181210983471204
0.0678    1.118900749363636   1.1493486614543218  1.1906424710919352  1.180442566330719
0.068     1.1178247074868006  1.1483898195759537  1.18997283150507    1.1796765981534025
0.0682    1.116750681687914   1.1474329750023309  1.189306200044007   1.1789130708829703
0.0684    1.1156786664114282  1.1464781215157558  1.1886425697074035  1.1781519764907602
0.0686    1.1146086561218966  1.1455252529242357  1.1879819335150232  1.1773933069756444
