# binding energy as a function of mu_b / m_b with the pade approximants, kappa = 0.08, nt = 50, beta = 0
# h2     [[0/1]]                   [[1/1]]                   [[2/1]]                   [[2/2]]
0.9753  -0.00006845709148402489   -0.000029599818824732044  -0.000018693202779142255  -0.00001875609774727713
0.9754  -0.00007033521186577474   -0.000030402581367010212  -0.000019207441807835414  -0.00001926549552325695
0.9755  -0.00007226403125891384   -0.000031226519393757355  -0.000019735644355968393  -0.00001978835497201913
0.9756  -0.0000742448712502265    -0.00003207215928598193   -0.00002027817934158581   -0.000020325010768366107
0.9757  -0.00007627908517922638   -0.00003294003878912083   -0.000020835424854070584  -0.000020875804700116094
0.9758  -0.00007836805874256739   -0.00003383070716649918   -0.000021407768349375318  -0.000021441085747101694
0.9759  -0.00008051321060002855   -0.00003474472534968032   -0.00002199560684743985   -0.00002202121015611199
0.976   -0.00008271599298133694   -0.000035682666085347     -0.00002259934713172135   -0.000022616541511366487
0.9761  -0.00008497789229298216   -0.00003664511407834204   -0.00002321940595069069   -0.000023227450800050704
0.9762  -0.00008730042972414645   -0.000037632666130453486  -0.000023856210221173694  -0.000023854316472458186
0.9763  -0.00008968516185082569   -0.00003864593127456233   -0.000024510197233399427  -0.00002449752449621469
0.9764  -0.00009213368123706762   -0.00003968553090370991   -0.000025181814857575002  -0.000025157468404056363
0.9765  -0.00009464761703225047   -0.00004075209889462896   -0.000025871521751835404  -0.000025834549334587744
0.9766  -0.0000972286355632549    -0.00004184628172533279   -0.00002657978757135839   -0.000026529176065428285
0.9767  -0.00009987844092019198   -0.000042968738586220727  -0.000027307093178449336  -0.000027241765038109752
0.9768  -0.00010259877553443292   -0.00004412014148428268   -0.000028053930853364645  -0.000027972740374049905
0.9769  -0.00010539142074740302   -0.000045301175339841     -0.00002882080450562955   -0.000028722533880902097
0.977   -0.00010825819736868233   -0.000046512538075370926  -0.000029608229885585003  -0.00002949158504854833
0.9771  -0.00011120096622174199   -0.000047754940695828495  -0.000030416734795885923  -0.0000302803410339251
0.9772  -0.00011422162867556328   -0.00004902910735997645   -0.00003124685930262195   -0.00003108925663389583
0.9773  -0.00011732212716029526   -0.00005033577544213777   -0.000032099155945748176  -0.000031918794245263425
0.9774  -0.00012050444566502696   -0.000051675695583834024  -0.0000329741899484591    -0.000032769423811057955
0.9775  -0.0001237706102154951    -0.000053049631734723046  -0.00003387253942511218   -0.00003364162275210618
0.9776  -0.00012712268932962856   -0.000054458361182282575  -0.00003479479558730201   -0.00003453587588291264
0.9777  -0.0001305627944485001    -0.00005590267456963151   -0.000035741562947627975  -0.000035452675310795306
0.9778  -0.00013409308034022005   -0.00005738337590090704   -0.00003671345952067596   -0.00003639252031716287
0.9779  -0.00013771574547426197   -0.00005890128253365065   -0.000037711117020728806  -0.00003735591721984622
0.978   -0.00014143303236330214   -0.00006045722515754844   -0.00003873518105562101   -0.000038343379215216
0.9781  -0.0001452472278697626    -0.00006205204775898791   -0.000039786311316177584  -0.00003935542619889864
0.9782  -0.00014916066347401684   -0.00006368660757085001   -0.000040865181760615845  -0.000040392584563783374
0.9783  -0.00015317571550092971   -0.00006536177500692398   -0.00004197248079322174   -0.00004145538697395338
0.9784  -0.00015729480530148082   -0.00006707843358044638   -0.00004310891143661463   -0.00004254437211319145
0.9785  -0.00016152039938580512   -0.00006883747980616575   -0.000044275191496826994  -0.000043660084406554404
0.9786  -0.00016585500950396848   -0.00007063982308541402   -0.000045472053720378414  -0.0000448030737135774
0.9787  -0.00017030119267063328   -0.00007248638557371809   -0.000046700245942538155  -0.000045973894991545734
0.9788  -0.0001748615511294077    -0.00007437810203040275   -0.0000479605312257767    -0.00004717310792722425
0.9789  -0.00017953873225274276   -0.00007631591964979851   -0.00004925368798751627   -0.00004840127653546153
0.979   -0.00018433542837288072   -0.00007830079787361031   -0.000050580510116100104  -0.00004965896872296949
0.9791  -0.00018925437653916132   -0.00008033370818404918   -0.00005194180707387812   -0.00005094675581556897
0.9792  -0.00019429835819700748   -0.0000824156338774556    -0.000053338403986290984  -0.00005226521204721282
0.9793  -0.0001994701987834407    -0.00008454756981807364   -0.00005477114171565898   -0.00005361491400898589
0.9794  -0.00020477276723398916   -0.00008673052217177665   -0.00005624087691840812   -0.0000549964400563342
0.9795  -0.000210208975395675     -0.00008896550811960963   -0.000057748482084340516  -0.00005641036967278183
0.9796  -0.000215781777340357     -0.00009125355555098709   -0.00005929484555646478   -0.00005785728278830691
0.9797  -0.00022149416857288073   -0.00009359570273660616   -0.00006088087152986373   -0.00005933775905070836
0.9798  -0.00022734918512796773   -0.00009599299798107424   -0.00006250748002794361   -0.00006085237704820729
0.9799  -0.00023334990254978032   -0.0000984464992554031    -0.00006417560685432166   -0.00006240171348163642
0.98    -0.00023949943474809742   -0.00010095727380969065   -0.00006588620351858823   -0.00006398634228469952
0.9801  -0.0002458009327244468    -0.00010352639776621361   -0.00006764023713394126   -0.00006560683369075347
0.9802  -0.000252257583161836     -0.00010615495569346194   -0.00006943869028471868   -0.00006726375324482506
0.9803  -0.0002588726068714827    -0.00010884404016168365   -0.00007128256086170777   -0.00006895766075968873
0.9804  -0.0002656492570896088    -0.00011159475128056417   -0.00007317286186294501   -0.00007068910921500579
0.9805  -0.0002725908176177095    -0.0001144081962199413    -0.00007511062115772132   -0.00007245864359884417
0.9806  -0.00027970060079920706   -0.0001172854887144292    -0.00007709688121127776   -0.0000742667996911274
0.9807  -0.0002869819453256453    -0.00012022774855307446   -0.00007913269876763777   -0.00007611410278893971
0.9808  -0.000294438213865579     -0.00012323610105530931   -0.00008121914448789411   -0.00007800106637409714
0.9809  -0.0003020727905090468    -0.00012631167653451202   -0.0000833573025410915    -0.00007992819072376772
0.981   -0.0003098890780209897    -0.00012945560975080868   -0.00008554827014482485   -0.00008189596146564477
0.9811  -0.0003178904948967856    -0.000132669039354768     -0.0000877931570524538    -0.00008390484807975524
0.9812  -0.00032608047221319815   -0.00013595310732383343   -0.00009009308498377327   -0.00008595530234983057
0.9813  -0.00033446245026855914   -0.0001393089583936225    -0.00009244918699586262   -0.00008804775676806967
0.9814  -0.0003430398750057887    -0.00014273773948617844   -0.00009486260679067679   -0.00009018262289817552
0.9815  -0.0003518161942124687    -0.0001462405991376227    -0.00009733449795586789   -0.00009236028970275876
0.9816  -0.000360794853492578     -0.00014981868692774027   -0.00009986602313524813   -0.00009458112184263455
0.9817  -0.00036997929200453464   -0.00015347315291414028   -0.00010245835312509027   -0.00009684545795701732
0.9818  -0.0003793729379612942    -0.0001572051470739649    -0.00010511266589254612   -0.00009915360893561174
0.9819  -0.0003889792038881472    -0.00016101581875602785   -0.00010783014551218786   -0.00010150585619544713
0.982   -0.00039880148163512984   -0.00016490631614668518   -0.00011061198101678158   -0.00010390244997781991
0.9821  -0.0004088431371412998    -0.00016887778575268162   -0.00011345936515824452   -0.00010634360768323383
0.9822  -0.0004191075049490389    -0.00017293137190440585   -0.00011637349307471121   -0.00010882951226520984
0.9823  -0.000429597882467536     -0.0001770682162831239    -0.00011935556085965062   -0.00011136031070723051
0.9824  -0.000440317523985721     -0.00018128945747590422   -0.0001224067640289923    -0.00011393611261077947
0.9825  -0.0004512696344356048    -0.00018559623056185154   -0.0001255282958821562    -0.0001165569889265524
0.9826  -0.00046245736290888203   -0.0001899896667336134    -0.00012872134575308671   -0.00011922297086568234
0.9827  -0.0004738837959303005    -0.00019447089295786518   -0.0001319870971473521    -0.00012193404903280515
0.9828  -0.00048555195049319573   -0.00019904103167872462   -0.00013532672576156102   -0.00012469017282850948
0.9829  -0.0004974647668640635    -0.00020370120056792903   -0.00013874139738154334   -0.00012749125017494026
0.983   -0.0005096251011646179    -0.00020845251232561818   -0.0001422322656559231    -0.0001303371476250395
0.9831  -0.0005220357177414525    -0.00021329607453536998   -0.00014580046974191078   -0.0001332276909231576
0.9832  -0.0005346992813358351    -0.0002182329895772936    -0.0001494471318206628    -0.00013616266609285172
0.9833  -0.0005476183490673487    -0.00022326435460248348   -0.00015317335447964653   -0.000139141821135791
0.9834  -0.0005607953622481217    -0.00022839126157232515   -0.0001569802179601938    -0.00014216486843482927
0.9835  -0.0005742326380457498    -0.00023361479736561206   -0.00016086877726866796   -0.0001452314879632657
0.9836  -0.000587932361015827     -0.00023893604395632326   -0.00016484005915041154   -0.00014834133141201488
0.9837  -0.0006018965745273991    -0.00024435607866466543   -0.00016889505892630412   -0.00015149402735579817
0.9838  -0.0006161271721066543    -0.00024987597448339663   -0.00017303473719237368   -0.0001546891875889079
0.9839  -0.0006306258887270067    -0.00025549680048121855   -0.00017726001638381335   -0.00015792641476988792
0.984   -0.0006453942920766405    -0.0002612196222846922    -0.00018157177720581547   -0.00016120531152266157
0.9841  -0.0006604337738359766    -0.0002670455026391957    -0.00018597085493427397   -0.0001645254911479574
0.9842  -0.0006757455410016363    -0.0002729755020494554    -0.00019045803559096085   -0.00016788659010385807
0.9843  -0.0006913306072947041    -0.00027901067949914917   -0.0001950340519986424    -0.00017128828241590315
0.9844  -0.000707189784694354     -0.00028515209324863835   -0.00019969957972307327   -0.00017473029617571351
0.9845  -0.0007233236751403272    -0.0002914008017092831    -0.0002044552329102826    -0.00017821243228069845
0.9846  -0.0007397326624495711    -0.0002977578643918305    -0.00020930156002884283   -0.0001817345855552629
0.9847  -0.0007564169044950832    -0.0003042243429258046    -0.00021423903952867102   -0.00018529676837477187
0.9848  -0.0007733763256971014    -0.0003108013021460868    -0.00021926807542958034   -0.00018889913688570632
0.9849  -0.0007906106098777943    -0.0003174898112416991    -0.0002243889928543462    -0.00019254201987727298
0.985   -0.0008081191935337538    -0.0003242909449615754    -0.00022960203352348984   -0.00019622595031012496
0.9851  -0.0008259012595801141    -0.0003312057848705143    -0.00023490735123027974   -0.00019995169944426924
0.9852  -0.0008439557316225548    -0.0003382354206482087    -0.00024030500731705398   -0.00020372031342998242
0.9853  -0.0008622812688137343    -0.00034538095142317885   -0.00024579496617583164   -0.0002075331521308427
0.9854  -0.0008808762613505191    -0.00035264348713241116   -0.0002513770907982671    -0.0002113919298355369
0.9855  -0.0008997388266688168    -0.0003600241498968382    -0.00025705113840231457   -0.00021529875738541016
0.9856  -0.0009188668063922625    -0.00036752407540195946   -0.0002628167561651361    -0.00021925618509719658
0.9857  -0.0009382577640891301    -0.0003751444142718216    -0.0002686734770937833    -0.0002232672456969224
0.9858  -0.0009579089838914948    -0.00038288633342422674   -0.00027462071606762967   -0.00022733549630463295
0.9859  -0.0009778174700270847    -0.000390751017393813     -0.00028065776608817046   -0.00023146505832384194
0.986   -0.0009979799473128106    -0.00039873966960944884   -0.0002867837947742296    -0.00023566065390222203
0.9861  -0.0010183928626547962    -0.0004068535136114855    -0.00029299784114210527   -0.00023992763744756966
0.9862  -0.001039052387595962     -0.00041509379419393024   -0.00029929881271199474   -0.00024427202051790256
0.9863  -0.0010599544219477993    -0.00042346177845623256   -0.0003056854829835005    -0.00024870048826797263
0.9864  -0.001081094598538029     -0.0004319587567491758    -0.00031215648932436484   -0.00025322040554220037
0.9865  -0.0011024682890991733    -0.00044058604349870033   -0.0003187103313172199    -0.00025783981067132884
0.9866  -0.001124070611318104     -0.0004493449778920178    -0.00032534536961022046   -0.000262567395074307
0.9867  -0.001145896437058339     -0.000458236924409807     -0.0003320598253172268    -0.00026741246690369314
0.9868  -0.0011679404017603725    -0.00046726327318883585   -0.00033885178001338774   -0.00027238489721672173
0.9869  -0.0011901969150174068    -0.00047642544019963693   -0.00034571917637130333   -0.0002774950475157068
0.987   -0.0012126601723147267    -0.00048572486722404224   -0.0003526598194816157    -0.0002827536779851283
0.9871  -0.0012353241679135206    -0.0004951630216184734    -0.00035967137890060815   -0.00028817183635708774
0.9872  -0.001258182708850194     -0.0005047413958493668    -0.0003667513914648806    -0.00029376072804911487
0.9873  -0.0012812294300130675    -0.0005144615067880794    -0.0003738972649103639    -0.00029953156901776445
0.9874  -0.0013044578102500701    -0.0005243248947541588    -0.0003811062823297091    -0.0003054954236246163
0.9875  -0.0013278611894505265    -0.0005343331222966552    -0.0003883756074975286    -0.00031166303067611
0.9876  -0.0013514327865358827    -0.0005444877727050956    -0.0003957022910884352    -0.00031804462162257017
0.9877  -0.001375165718285349     -0.0005547904482434135    -0.0004030832778072597    -0.0003246497356299721
0.9878  -0.001399053018912792     -0.0005652427681016215    -0.0004105154144442536    -0.000331487036809179
0.9879  -0.0014230876603043706    -0.0005758463660626554    -0.0004179954588615587    -0.000338564139250948
0.988   -0.0014472625728177352    -0.0005866028878836551    -0.00042552008990928464   -0.0003458874456220906
0.9881  -0.0014715706665365076    -0.0005975139883933       -0.00043308591826113986   -0.00035346200490072677
0.9882  -0.001496004852868426     -0.0006085813283098569    -0.0004406894981510192    -0.0003612913943540226
0.9883  -0.0015205580663685456    -0.000619806570786644     -0.00044832733998185977   -0.0003693776301002347
0.9884  -0.001545223286665307     -0.000631191377694896     -0.0004559959237684211    -0.0003777211095831033
0.9885  -0.0015699935603635743    -0.0006427374056569714    -0.00046369171336512046   -0.0003863205880735095
0.9886  -0.0015948620227951512    -0.0006544463018454262    -0.0004714111714188042    -0.00039517318997316786
0.9887  -0.0016198219194873751    -0.0006663196995673048    -0.0004791507749758053    -0.0004042744543127387
0.9888  -0.0016448666272183905    -0.0006783592136555018    -0.0004869070316607845    -0.00041361841249648194
0.9889  -0.0016699896745295815    -0.0006905664356926559    -0.0004946764963338853    -0.0004231976951322869
0.989   -0.001695184761567373     -0.000702942929096231     -0.0005024557881214814    -0.0004330036637728038
0.9891  -0.0017204457791295212    -0.0007154902240964783    -0.0005102416077047408    -0.00044302656262964286
0.9892  -0.001745766826795147     -0.000728209812641969     -0.0005180307547396322    -0.0004532556848486028
0.9893  -0.0017711422300241248    -0.0007411031432710252    -0.000525820145272283     -0.00046367954775284947
0.9894  -0.0017965665561162768    -0.0007541716159892951    -0.0005336068290038785    -0.000474286071564027
0.9895  -0.0018220346289301128    -0.0007674165771975066    -0.0005413880062513488    -0.0004850627564677352
0.9896  -0.0018475415422674671    -0.0007808393147149574    -0.0005491610444423635    -0.0004959968534500742
0.9897  -0.0018730826718406925    -0.0007944410529471968    -0.000556923493977245     -0.000507075525046544
0.9898  -0.0018986536857488673    -0.0008082229482481441    -0.0005646731032857385    -0.0005182859929492548
0.9899  -0.001924250553399035     -0.000822186084528105     -0.0005724078329030328    -0.000529615670261199
0.99    -0.0019498695528208873    -0.0008363314691609092    -0.0005801258683883951    -0.0005410522770141962
0.9901  -0.0019755072763337107    -0.0008506600292437834    -0.0005878256319097665    -0.0005525839383381646
0.9902  -0.002001160634536014     -0.0008651726082636641    -0.000595505792319891     -0.0005641992653535331
0.9903  -0.0020268268586011023    -0.0008798699632240754    -0.0006031652735543568    -0.0005758874194340227
0.9904  -0.0020525035008722276    -0.0008947527622849644    -0.0006108032611877625    -0.0005876381609447043
0.9905  -0.0020781884337636196    -0.0009098215829671034    -0.0006184192069934124    -0.0005994418838975281
0.9906  -0.0021038798469853147    -0.0009250769109705122    -0.0006260128313628783    -0.0006112896381908408
0.9907  -0.0021295762431197173    -0.0009405191396531097    -0.0006335841234547259    -0.0006231731412216162
0.9908  -0.002155276431590384     -0.0009561485702132417    -0.0006411333389577663    -0.0006350847806906828
0.9909  -0.0021809795210721277    -0.0009719654126147638    -0.0006486609953717128    -0.0006470176103839602
0.991   -0.0022066849104021356    -0.0009879697872889896    -0.0006561678647281895    -0.0006589653406157238
0.9911  -0.002232392278061531     -0.0010041617276427516    -0.0006636549636976824    -0.0006709223248846731
0.9912  -0.0022581015703032675    -0.0010205411833944405    -0.0006711235410515398    -0.0006828835441275562
0.9913  -0.0022838129880119033    -0.0010371080247543235    -0.0006785750624747168    -0.000694844589776081
0.9914  -0.002309526972387047     -0.0010538620474575262    -0.0006860111927526615    -0.0007068016466357683
0.9915  -0.002335244189547555     -0.0010708029786497572    -0.0006934337753845281    -0.0007187514764172648
0.9916  -0.0023609655141605774    -0.0010879304836181767    -0.0007008448097058765    -0.0007306914025718925
0.9917  -0.0023866920122023374    -0.001105244173350104     -0.00070824642563477      -0.0007426192969080891
0.9918  -0.00241242492296247      -0.0011227436128935513    -0.00071564085618759      -0.0007545335683082689
0.9919  -0.002438165640406299     -0.001140428330484131     -0.0007230304079426116    -0.0007664331537137788
0.992   -0.002463915694011636     -0.0011582978273930017    -0.0007304174296618236    -0.0007783175114110682
0.9921  -0.0024896767291976616    -0.0011763515884409643    -0.0007378042793125766    -0.000790186616525859
0.9922  -0.0025154504874655118    -0.0011945890931148446    -0.0007451932897616403    -0.0008020409585200274
0.9923  -0.002541238786368341     -0.0012130098272121021    -0.0007525867334427723    -0.0008138815403802539
0.9924  -0.0025670434994300604    -0.0012316132949318076    -0.0007599867863267305    -0.0008257098790936279
0.9925  -0.002592866536128948     -0.001250399031320748     -0.000767395491547138     -0.0008375280069231274
0.9926  -0.0026187098220616517    -0.001269366614976249     -0.0007748147230574943    -0.0008493384729144136
0.9927  -0.002644575279400659     -0.001288515680900402     -0.0007822461497137412    -0.0008611443439989723
0.9928  -0.002670464807754713     -0.0013078459333936158    -0.0007896912001910145    -0.0008729492050051595
0.9929  -0.0026963802655390005    -0.0013273571588709539    -0.000797151029154281     -0.0008847571568364322
0.993   -0.00272232345195806      -0.0013470492384805243    -0.0008046264851079436    -0.0008965728120412385
0.9931  -0.0027482960896995693    -0.0013669221604002049    -0.0008121180803506656    -0.0009084012869801212
0.9932  -0.0027742998084330857    -0.001386976031687694     -0.0008196259634568018    -0.0009202481897939878
0.9933  -0.0028003361292020783    -0.001407211089558483     -0.0008271498946955072    -0.0009321196033892471
0.9934  -0.0028264064497925856    -0.0014276277119676397    -0.0008346892247823146    -0.0009440220626880147
0.9935  -0.002852512031155982     -0.0014482264273742197    -0.0008422428773362771    -0.0009559625254691125
0.9936  -0.002878653984956354     -0.0014690079235704005    -0.0008498093353867517    -0.0009679483361922076
0.9937  -0.002904833262307113     -0.0014899730554635774    -0.0008573866322403735    -0.000979987182328493
0.9938  -0.0029310506437545516    -0.0015111228517064633    -0.0008649723469788393    -0.0009920870428633773
0.9939  -0.002957306730557695     -0.0015324585200776888    -0.0008725636048125105    -0.0010042561288063955
0.994   -0.00298360193730757      -0.00155398145152574      -0.0008801570824645766    -0.0010165028157459765
0.9941  -0.003009936485920164     -0.0015756932227993087    -0.0008877490187061424    -0.0010288355687160453
0.9942  -0.0030363104010288594    -0.0015975955975982932    -0.0008953352301022798    -0.0010412628598914747
0.9943  -0.003062723506794867     -0.0016196905261937258    -0.000902911131969526     -0.0010537930798702627
0.9944  -0.0030891754251437197    -0.0016419801434767842    -0.000910471764478438     -0.0010664344435926234
0.9945  -0.0031156655754280994    -0.0016644667654127508    -0.0009180118237701422    -0.0010791948921964763
0.9946  -0.0031421931755079616    -0.0016871528838899408    -0.0009255256978900426    -0.0010920819923520356
0.9947  -0.0031687572442285067    -0.0017100411599687484    -0.0009330075072739765    -0.0011051028348870744
0.9948  -0.003195356605268968     -0.0017331344155526425    -0.000940451149459244     -0.0011182639345949145
0.9949  -0.003221989892323826     -0.001756435623517339     -0.000947850347629453     -0.0011315711334480903
0.995   -0.0032486555555697994    -0.001779947896351207     -0.0009551987025441179    -0.0011450295093050169
0.9951  -0.0032753518693629112    -0.0018036744733759312    -0.0009624897473490422    -0.0011586432923884594
0.9952  -0.0033020769410992573    -0.0018276187066306251    -0.0009697170047136489    -0.0011724157917105372
0.9953  -0.003328828721165777     -0.0018517840455188       -0.0009768740456989643    -0.001186349333400821
0.9954  -0.00335560501389847      -0.001876174020332482     -0.0009839545497224921    -0.001200445212912936
0.9955  -0.0033824034894563105    -0.0019007922247799374    -0.0009909523649560062    -0.0012147036625346018
0.9956  -0.003409221696513434     -0.00192564229765903      -0.0009978615684718781    -0.001229123835605986
0.9957  -0.003436057075663289     -0.0019507279038286276    -0.0010046765254383063    -0.0012437038081569707
0.9958  -0.003462906973423512     -0.001976052714642357     -0.0010113919466578684    -0.0012584405985290427
0.9959  -0.003489768656724748     -0.0020016203880204794    -0.0010180029437467327    -0.0012733302050258204
0.996   -0.003516639327760992     -0.002027434548342118     -0.0010245050812625349    -0.001288367661066356
0.9961  -0.003543516139077195     -0.0020534987663503148    -0.0010308944251067155    -0.0013035471071348541
0.9962  -0.003570396208765886     -0.0020798165392674735    -0.001037167586553038     -0.001318861878346152
0.9963  -0.003597276635643521     -0.002106391271322636     -0.0010433217612894033    -0.0013343046059583396
0.9964  -0.003624154514277884     -0.002133226254898016     -0.0010493547628980752    -0.0013498673312354681
0.9965  -0.0036510269497371795    -0.002160324652499499     -0.0010552650502465711    -0.0013655416293943405
0.9966  -0.0036778910719348903    -0.0021876894797592424    -0.0010610517483163981    -0.0013813187418296221
0.9967  -0.003704744049447624     -0.00221532358967394      -0.0010667146620509033    -0.001397189714017616
0.9968  -0.0037315831026866887    -0.0022432296582776934    -0.0010722542828690558    -0.0014131455373305088
0.9969  -0.0037584055163118815    -0.002271410171943682     -0.0010776717875560576    -0.0014291772923073183
0.997   -0.003785208650780606     -0.0022998674164976095    -0.0010829690293143212    -0.0014452762914370905
0.9971  -0.0038119899529355746    -0.002328603468317334     -0.0010881485208292148    -0.001461434219838245
0.9972  -0.0038387469655422135    -0.002357620187577553     -0.0010932134092807367    -0.0014776432719425276
0.9973  -0.0038654773356970548    -0.002386919213784272     -0.0010981674433097337    -0.001493896282654803
0.9974  -0.0038921788220397657    -0.0024165019637243878    -0.0011030149320285553    -0.0015101868521835296
0.9975  -0.0039188493007132315    -0.002446369631937109     -0.001107760696242651     -0.001526509462746802
0.9976  -0.003945486770027228     -0.0024765231937888548    -0.0011124100121361758    -0.0015428595871958871
0.9977  -0.003972089353795984     -0.0025069634112108415    -0.0011169685477579409    -0.001559233787682606
0.9978  -0.003998655303331122     -0.00253769084112974      -0.0011214422927193247    -0.0015756298048244658
0.9979  -0.004025182998086197     -0.0025687058465943325    -0.0011258374816096007    -0.0015920466359675453
0.998   -0.0040516709449621175    -0.0026000086105694748    -0.001130160511711214     -0.001608484602395377
0.9981  -0.00407811777629612      -0.002631599152339025     -0.0011344178556806502    -0.0016249454048163855
0.9982  -0.004104522246569762     -0.0026634773464223713    -0.0011386159699430663    -0.0016414321665103974
0.9983  -0.004130883227885405     -0.0026956429438816007    -0.0011427611996284533    -0.0016579494634160717
0.9984  -0.004157199704271361     -0.0027280955958557044    -0.001146859680951639     -0.0016745033407782283
0.9985  -0.004183470764889311     -0.002760834879130785     -0.0011509172420233302    -0.0016911013144959466
0.9986  -0.004209695596227        -0.002793860323516588     -0.001154939303127234     -0.0017077523577385505
0.9987  -0.0042358734733703605    -0.0028271714407717254    -0.0011589307775893842    -0.0017244668707151066
0.9988  -0.004262003750458257     -0.0028607677547870854    -0.001162895974399539     -0.0017412566319356727
0.9989  -0.004288085850430149     -0.002894648832708396     -0.0011668385038129075    -0.0017581347315181934
0.999   -0.0043141192541855805    -0.0029288143166558162    -0.0011707611871787853    -0.0017751154843776737
0.9991  -0.004340103489278279     -0.0029632639556706293    -0.0011746659722921948    -0.0017922143215892581
0.9992  -0.004366038118273689     -0.00299799763750685      -0.0011785538555555235    -0.001809447659698726
0.9993  -0.0043919227269010605    -0.0030330154198632774    -0.0011824248122510395    -0.0018268327481629463
0.9994  -0.004417756912133273     -0.0030683175606470155    -0.00118627773618857      -0.0018443874913993046
0.9995  -0.004443540270327982     -0.0031039045468491157    -0.0011901103899817243    -0.0018621302492716873
0.9996  -0.004469272385563749     -0.00313977712161551      -0.0011939193670898775    -0.0018800796125932918
0.9997  -0.004494952818300844     -0.0031759363090977195    -0.0011977000667552813    -0.0018982541569475611
0.9998  -0.004520581094495228     -0.0032123834366811106    -0.0012014466827831348    -0.001916672175677333
0.9999  -0.004546156695287689     -0.0032491201541999886    -0.0012051522070344232    -0.0019353513938552747
1.      -0.00457167904738488      -0.0032861484497719107    -0.001208808448330633     -0.001954308666481137
1.0001  -0.004597147514242996     -0.0033234706619080924    -0.0012124060672778418    -0.0019735596633365556
1.0002  -0.004622561388154103     -0.0033610894875887596    -0.0012159346273566474    -0.0019931185493175705
1.0003  -0.004647919883328685     -0.003399007986026297     -0.0012193826623718193    -0.0020129976588077465
1.0004  -0.00467322213005627      -0.003437229577879366     -0.001222737760156713     -0.002033207176575155
1.0005  -0.004698467170014986     -0.0034757580397266783    -0.0012259866621493636    -0.002053754829000226
1.0006  -0.0047236539527904       -0.0035145974936552737    -0.001229115378257672     -0.002074645587398615
1.0007  -0.004748781333649775     -0.0035537523918677777    -0.0012321093161198854    -0.0020958814052861067
1.0008  -0.0047738480726064155    -0.003593227496268777     -0.0012349534236676754    -0.002117460981645583
1.0009  -0.004798852834795116     -0.003633027853044177     -0.0012376323436194359    -0.0021393795645570962
1.001   -0.004823794192165176     -0.0036731587623040724    -0.001240130578338153     -0.0021616288007239035
1.0011  -0.0048486706264845416    -0.00371362574291657      -0.0012424326632550276    -0.0021841966396958248
1.0012  -0.004873480533634588     -0.0037544344927206747    -0.0012445233468865915    -0.0022070672932705338
1.0013  -0.004898222229160319     -0.003795590844363184     -0.0012463877753209538    -0.0022302212561521365
1.0014  -0.004922893955028631     -0.0038371007170588316    -0.0012480116789170582    -0.002253635391061749
1.0015  -0.004947493887532262     -0.0038789700646360897    -0.0012493815588929846    -0.0022772830790420383
1.0016  -0.004972020146265126     -0.003921204820278406     -0.0012504848714315554    -0.0023011344258456767
1.0017  -0.004996470804083346     -0.003963810838433069     -0.0012513102068808899    -0.002325156542391192
1.0018  -0.0050208438979521324    -0.004006793834400704     -0.0012518474617088855    -0.002349313869671251
1.0019  -0.005045137440570713     -0.004050159322176336     -0.0012520880009161523    -0.002373568559486319
1.002   -0.005069349432656646     -0.004093912551152807     -0.0012520248086809276    -0.002397880900397584
1.0021  -0.005093477875761457     -0.004138058442341259     -0.0012516526251691016    -0.002422209773515156
1.0022  -0.00511752078548397      -0.004182601524805088     -0.0012509680675934312    -0.002446513150036023
1.0023  -0.0051414762049393535    -0.004227545873032991     -0.0012499697337144007    -0.002470748588514257
1.0024  -0.005165342218338876     -0.004272895046011406     -0.0012486582862682334    -0.0024948737638841516
1.0025  -0.005189116964531099     -0.004318652028783711     -0.0012470365168652953    -0.0025188469776164764
1.0026  -0.005212798650353146     -0.004364819177295139     -0.001245109388202743     -0.002542627684445442
1.0027  -0.005236385563640831     -0.004411398167350396     -0.0012428840535679698    -0.0025661769961970214
1.0028  -0.005259876085747876     -0.004458389948501952     -0.001240369852763691     -0.0025894581699213957
1.0029  -0.005283268703425237     -0.004505794703708514     -0.0012375782838289862    -0.0026124370876490837
1.003   -0.005306562019919047     -0.00455361181557384      -0.001234522949980135     -0.0026350827047445548
1.0031  -0.005329754765147831     -0.004601839839982102     -0.0012312194814078753    -0.0026573674761527126
1.0032  -0.0053528458048294775    -0.0046504764879058864    -0.0012276854315843634    -0.0026792677807352043
1.0033  -0.005375834148436215     -0.004699518616145145     -0.0012239401479193879    -0.002700764294773935
1.0034  -0.00539871895586478      -0.004748962227688841     -0.0012200046165645212    -0.002721842389484514
1.0035  -0.0054214995427216       -0.004798802482375153     -0.0012159012813045024    -0.0027424924718418356
1.0036  -0.005444175384134495     -0.004849033718416284     -0.0012116538364394611    -0.0027627103605938528
1.0037  -0.005466746117014025     -0.004899649485310832     -0.0012072869936100579    -0.002782497617619286
1.0038  -0.005489211540704688     -0.004950642588574864     -0.001202826222571544     -0.0028018619159308157
1.0039  -0.005511571615977719     -0.005002005146603929     -0.0011982974659385294    -0.0028208173814153856
1.004   -0.005533826462334332     -0.005053728659896791     -0.0011937268278736043    -0.0028393849531895667
1.0041  -0.005555976353603643     -0.005105804092733458     -0.0011891402369915312    -0.0028575927438649995
